# Moller et al. 2022 
# SNe Ia selected with SuperNNova using host-galaxy redshifts 
# This is NOT the cosmology sample nor the SALT values used for cosmology 
# No HQ nor JLA cuts 
# Columns are: SNID=id zHD=redshift IAUC=naming SuperNNova probabilities= all_class0_S_0, average_probability_set_0 
#              SALT2 fit= c,x1,zHDERR,cERR,x1ERR 
SNID,IAUC,SNTYPE,zHD,c,x1,zHDERR,cERR,x1ERR,HOSTGAL_MAG_r,all_class0_S_0,average_probability_set_0
1320447,DES14S2taw      ,0,0.5789,-0.0956448,-0.872006,0.001,0.0465472,0.62629,22.17,0.99999046,0.9998376
1320451,DES14S2tvj      ,0,0.5672,0.31488,0.0257522,0.001,0.10312,1.19948,22.72,0.9688271,0.9660286
1320474,DES14C1ter      ,0,0.7884,-0.158616,0.50117,0.001,0.0894813,0.92955,23.82,0.99998295,0.9999749
1320704,DES14S1tbl      ,0,0.27,0.0200944999999999,-1.54243,0.001,0.0462603,0.39849,20.11,1.0,0.9999998
1320762,DES14S1tbi      ,0,0.5134,0.0536885999999999,-0.0412931,0.001,0.0598799,0.79783,22.58,0.9999497,0.99982107
1321006,DES14X2sml      ,0,0.3024,-0.0472786,-1.2606700000000002,0.001,0.0372847,0.33476,19.79,1.0,1.0
1321116,DES14X3skh      ,0,0.6268,-0.171474,-0.185684,0.001,0.0459881,0.80228,21.8,0.99958223,0.97570217
1321166,DES14X3tbq      ,0,0.4351,-0.0750358999999999,-0.8498399999999999,0.001,0.0312769,0.28208,22.14,1.0,1.0
1321276,DES14X3syu      ,0,0.3312,-0.0261541,-0.0967796,0.001,0.0330677,0.3246199999999999,21.51,1.0,0.99999726
1321338,DES14X2tbc      ,0,0.3105,0.0313673,0.97586,0.001,0.0372092,0.4079,21.17,1.0,1.0
1321450,DES14E1ssd      ,0,0.2583,0.0560803999999999,0.25665,0.001,0.031076,0.20792,22.89,1.0,1.0
1321488,DES14X2tez      ,0,0.4583,0.35346,0.1202,0.001,0.13263,1.61748,21.27,0.9445036,0.973631
1321492,DES14E1tnr      ,0,0.5547,-0.073438,-1.18106,0.001,0.0529279,0.4745399999999999,22.45,0.9995165,0.99982804
1321499,DES14E1ssj      ,0,0.6525,-0.0513799999999999,1.0803,0.001,0.0577958,0.93899,23.38,0.9998292,0.9998687
1321593,DES14C2ufs      ,0,0.6949,0.0703343999999999,-0.786187,0.001,0.0823557999999999,0.89546,21.9,0.9981534,0.99823713
1321973,DES14X1sgv      ,0,0.3704,-0.0410934,-1.4150200000000002,0.001,0.0495533,0.50303,20.7,0.99999535,0.99998236
1322072,DES14X1tcx      ,0,0.4299,0.19641,0.63074,0.001,0.0932421,1.61141,21.55,0.9999397,0.9999315
1322590,DES14X2tbf      ,0,0.677,-0.0677886,-0.652513,0.001,0.0673816,0.98458,22.56,0.9994567,0.9995967
1322819,DES14C2tnt      ,0,0.3376,-0.0370716,-0.620513,0.001,0.0308343999999999,0.28704,22.05,1.0,0.9999999
1322912,DES14E1tqe      ,0,0.6574,0.13718,-2.1848,0.001,0.11832,1.11873,22.24,0.99400157,0.9941394
1322954,DES14C3tro      ,0,0.5433,0.1315,-1.51987,0.001,0.0421419,0.53204,22.91,0.9999976,0.9999979
1322975,DES14C3tov      ,0,0.8463,-0.084624,-0.749012,0.001,0.0690715,0.5944,24.07,0.9986523,0.99972355
1322979,DES14C3tvk      ,1,0.5294,-0.0756023,0.0702907,0.005,0.0245265,0.23313,25.96,1.0,1.0
1323106,DES14X1ufp      ,0,0.3442,-0.1149039999999999,-0.22405,0.001,0.0353223,0.46435,20.67,0.99999857,0.99999875
1323740,DES14C3tod      ,0,0.7714,0.15673,-0.700118,0.001,0.0739138999999999,1.01505,23.33,0.9999242,0.9838213
1323988,DES14S1ugc      ,0,0.5082,0.00245097,0.87085,0.001,0.0593484,1.32029,21.26,0.99999976,0.9999976
1324027,DES14X2ufx      ,0,0.4303,-0.0004981709999999,-1.4818,0.001,0.0524411,0.56424,22.55,0.99999917,0.9999987
1324509,DES14C2vng      ,0,0.2106,0.11924,-0.2456159999999999,0.001,0.0323184,0.36728,19.93,1.0,0.9999998
1324536,DES14C2uhs      ,0,0.589,0.0759776,-0.6669470000000001,0.001,0.0794844,0.8724200000000001,23.28,0.9923415,0.9905254
1324542,DES14C2vnf      ,1,0.5415,-0.0544629,0.1205099999999999,0.0005,0.0394731,0.56406,24.5,0.99998975,0.9999943
1324544,DES14C2uht      ,0,0.5297,0.26914,0.55142,0.001,0.0580279999999999,0.82339,22.28,0.9439917,0.8117045
1324562,DES14C2vnd      ,0,0.353,0.0509114,1.02492,0.001,0.0292718,0.30466,21.45,1.0,1.0
1324582,DES14C2vnh      ,0,0.3819,-0.120814,-1.5272,0.001,0.0310625,0.349,21.07,0.9999999,0.99999964
1324685,DES14C3unb      ,0,0.5418,-0.0196982,-0.6025119999999999,0.001,0.0283885999999999,0.37218,22.53,0.9999882,0.9999749
1324790,DES14C1vof      ,0,0.3572,0.0596307,-0.0521562999999999,0.001,0.0294832999999999,0.36955,23.09,1.0,0.9999999
1325105,DES14C3uii      ,0,0.998,0.10071,-0.440263,0.001,0.0977513999999999,1.35711,23.97,0.9312019,0.9160034
1325180,DES14C3vnp      ,0,0.7562,0.12293,-0.6732819999999999,0.001,0.0623311,0.91888,23.3,0.60187143,0.8543625
1325212,DES14X2ujn      ,0,0.829,-0.324056,0.77353,0.001,0.0978547,1.43187,23.73,0.99976057,0.9997431
1325358,DES14C3uje      ,1,0.7793,-0.0468875999999999,0.33492,0.005,0.0502628,0.8197399999999999,25.9,0.004384268,0.66254395
1326151,DES14C2vqx      ,0,0.7289,-0.14007,0.47984,0.001,0.0619836,1.23712,22.92,0.99958235,0.99917424
1326214,DES14C1vsy      ,0,0.6386,-0.1159839999999999,-0.2691429999999999,0.001,0.0450988,0.73454,22.77,0.999997,0.99999416
1246281,DES13C1wd       ,0,0.3352,0.0533815,0.47285,0.001,0.0260235,0.20184,19.73,1.0,0.9999999
1246444,DES13X3bdf      ,0,1.057,-0.0255015,-0.836008,0.001,0.15006,1.42936,23.39,0.99961203,0.9994515
1246527,DES13X3dbe      ,0,0.3205,-0.00457257,-0.573233,0.001,0.0329886999999999,0.24231,19.92,1.0,1.0
1246529,DES13X3qr       ,0,0.4968,-0.0571648,-1.24336,0.001,0.0350955,0.39129,22.74,0.9999598,0.9999728
1246626,DES13X3dbn      ,0,0.3928,0.23675,-0.3100989999999999,0.001,0.0384735,0.36405,21.2,1.0,0.99999887
1246650,DES13X3dfr      ,0,0.9089,-0.194685,-0.77793,0.001,0.0684935,0.72435,23.5,0.99998784,0.99997795
1246672,DES13X3dbj      ,0,0.6788,0.15719,-1.77047,0.001,0.0981886,0.85995,23.34,0.9973189,0.99477327
1246695,DES13X3dfy      ,0,0.7239,-0.0273260999999999,-1.2846799999999998,0.001,0.0926065,0.91772,22.98,0.99999845,0.9999949
1246758,DES13X3dfs      ,0,0.5313,0.0220089,-0.396592,0.001,0.0258929,0.21527,22.8,0.99999976,0.9999999
1246791,DES13X3dbg      ,0,0.8313,-0.0829636999999999,-0.196357,0.001,0.0622321,0.54394,23.37,0.99999166,0.9999954
1246869,DES13X3ash      ,0,0.4198,0.18123,-2.70132,0.001,0.0910631,1.25938,22.06,0.9571265,0.65713155
1246985,DES13E2bty      ,0,0.6549,0.20865,1.59691,0.001,0.0884624,1.75073,23.45,0.9905748,0.96607035
1247022,DES13E2ajg      ,0,0.3576,0.21564,0.30073,0.001,0.0553877,0.68585,20.57,0.9999988,0.99987125
1247217,DES13E2yt       ,0,0.3962,0.1337,-1.46474,0.001,0.0374106,0.43595,21.31,0.99999547,0.9999815
1247420,DES13X1cpt      ,0,0.1503,-0.0269795,0.77964,0.001,0.0261623,0.1196,18.73,1.0,1.0
1247537,DES13X1cqr      ,0,0.4557,-0.0433142,0.25088,0.001,0.0300788,0.32746,22.11,0.9999999,1.0
1247570,DES13X1anip     ,0,0.5793,0.00964307,-0.984822,0.001,0.0512146,0.8931600000000001,21.43,0.99998033,0.99997425
1248039,DES13X2bws      ,0,0.2257,0.1024099999999999,-0.754096,0.001,0.0291615,0.21069,22.31,0.9999982,0.99976504
1248084,DES13X3pa       ,0,0.2806,0.0194482,0.8790600000000001,0.001,0.0302472,0.21633,20.9,1.0,1.0
1248243,DES13S1io       ,0,0.3239,-0.087045,0.57219,0.001,0.0272357,0.23159,22.82,0.99999976,0.9999998
1248324,DES13C1gvr      ,0,0.685,-0.0891455,0.16147,0.001,0.0458353,0.88426,21.79,0.9999883,0.9997675
1248677,DES13C3dgs      ,1,0.3502,-0.0875576,0.99806,0.001,0.0220019,0.1161,22.24,1.0,1.0
1248907,DES13E1ao       ,1,0.1705,0.00813803,0.88089,0.001,0.0248619,0.089957,22.92,1.0,0.9999999
1248925,DES13E1cyx      ,0,0.3431,-0.0212043,-0.5732119999999999,0.001,0.0278435999999999,0.2661,22.14,1.0,1.0
1248928,DES13E1aju      ,0,0.6603,0.17493,3.54538,0.001,0.0658648999999999,1.3316,21.71,0.99107766,0.98245466
1248936,DES13E1ru       ,0,0.5709,-0.0672468,-1.49801,0.001,0.0477569,0.5151,24.12,0.9999862,0.99999106
1248962,DES13E1cyq      ,0,0.4834,-0.0349764,-0.0420317,0.001,0.0335168,0.41468,22.86,1.0,0.9999999
1249090,DES13E1czj      ,0,0.3862,-0.0296725,-1.68307,0.001,0.033061,0.29938,20.35,0.9999999,0.99999875
1249137,DES13E1czk      ,0,0.2231,0.13054,-0.055421,0.001,0.0292711999999999,0.2089099999999999,21.07,1.0,0.99999964
1249142,DES13E1cza      ,0,0.4132,-0.037465,0.6712100000000001,0.001,0.0308363,0.31516,21.36,1.0,0.9999998
1249178,DES13E1gv       ,0,0.7652,-0.30473,-0.0347853,0.001,0.10015,1.11559,22.62,0.9999745,0.99997914
1249182,DES13E1wu       ,0,0.5613,-0.0599894,-0.849708,0.001,0.0111497,0.61495,20.83,0.9996822,0.9999315
1249209,DES13E1czf      ,0,0.4828,0.0189412,-0.518051,0.001,0.0428592,0.66419,21.96,0.99999976,0.9999997
1249264,DES13E1cyo      ,0,0.5497,-0.173943,-1.23543,0.001,0.0357147,0.37063,22.35,0.99999917,0.9999995
1249304,DES13S2clk      ,0,0.6368,-0.00811122,1.03321,0.001,0.0415334,0.76939,23.26,0.99999785,0.99999255
1249308,DES13S2dlj      ,0,0.228,0.19608,0.27695,0.0,0.0346809,0.43381,18.53,1.0,0.9999998
1249342,DES13S2cnf      ,0,0.651,-0.0548079,-0.547087,0.001,0.0442597,0.84667,22.39,0.97982156,0.9898859
1249371,DES13S2kf       ,0,0.4508,0.1885,-1.7981,0.001,0.0568054999999999,0.84651,21.2,0.9242083,0.9597434
1249395,DES13S2kp       ,0,0.5551,-0.112996,0.41034,0.001,0.03761,0.64983,21.89,0.99999905,0.99999934
1249483,DES13S2cmk      ,0,0.283,-0.0601664,-0.613286,0.001,0.0336732,0.4123199999999999,19.85,1.0,0.9999998
1249745,DES13C1dth      ,0,0.7264,-0.115575,-0.775331,0.001,0.0919191,1.01825,22.34,0.9999229,0.99992484
1249812,DES13C2dxy      ,0,0.6131,0.0562731,-1.20913,0.001,0.0950622,1.13852,23.11,0.9988733,0.9976614
1249851,DES13C2dyc      ,1,0.2155,-0.110855,-1.30146,0.001,0.0282413,0.15969,18.98,1.0,0.9999998
1249939,DES13E1dca      ,0,0.192,-0.122519,0.13873,0.001,0.0310747,0.21595,18.76,0.9999995,0.99999744
1249956,DES13E1crm      ,0,0.4463,-0.125789,-1.42341,0.001,0.0538815,0.64504,21.26,0.9999192,0.99982387
1249970,DES13E2art      ,0,0.2678,0.0576365999999999,-0.519009,0.001,0.0360455,0.2568,22.62,1.0,0.9999999
1250017,DES13S1qv       ,1,0.1822,-0.0669156,1.13209,0.001,0.0258839,0.13253,22.44,1.0,0.9999998
1250034,DES13S1eah      ,0,0.1609,0.022059,-0.5893390000000001,0.001,0.0298182,0.17202,19.76,1.0,0.9999999
1250120,DES13S1agz      ,0,0.6909,-0.0589596,-0.542212,0.001,0.0538138,0.73638,23.45,0.9999913,0.999983
1250275,DES13S2bdz      ,0,0.3832,-0.013285,-1.38273,0.001,0.0372776,0.32233,21.41,1.0,0.9999999
1250279,DES13S2cns      ,0,0.2738,-0.0577303,0.0164244,0.001,0.0281703,0.2571699999999999,20.34,1.0,0.9999998
1250357,DES13S2atj      ,0,0.3584,0.00288956,-0.7475689999999999,0.001,0.0340597,0.29873,21.06,1.0,0.9999999
1250397,DES13X1aws      ,0,0.643,-0.017449,-0.652798,0.001,0.0503374,0.59275,22.77,0.99999774,0.9999927
1250435,DES13X1eax      ,0,0.4929,0.0681335,-0.668597,0.001,0.0384645999999999,0.41078,22.57,0.99999964,0.9999995
1250464,DES13X1ebh      ,0,0.3956,0.23998,-0.0469427,0.0002,0.0250572,0.58222,21.48,0.9965352,0.99784213
1250532,DES13X2anu      ,0,0.5277,0.0365966,1.40877,0.001,0.0455109,0.76241,23.17,0.9999958,0.9999911
1250578,DES13X2amc      ,0,0.2786,0.13,-1.25112,0.001,0.00900199,0.6521100000000001,20.29,0.5462317,0.6580436
1250724,DES13C3bid      ,0,0.6883,0.0943628999999999,-1.26068,0.001,0.0761164999999999,0.80552,23.48,0.60432225,0.57676685
1250823,DES13C3gxm      ,0,0.6649,0.2451699999999999,-1.15015,0.001,0.0799124,0.6793600000000001,23.38,0.99461657,0.89911586
1250852,DES13C3bhg      ,0,0.7773,-0.196921,-0.4445659999999999,0.001,0.0527712,0.35924,24.03,0.9999993,0.9999992
1250882,DES13C3die      ,0,0.7466,0.23473,0.6303300000000001,0.001,0.087617,0.80999,23.3,0.9795324,0.84259546
1250912,DES13X3axxs     ,0,0.219,0.1082099999999999,-0.323365,0.001,0.0377946999999999,0.3114,20.09,1.0,0.9999999
1250925,DES13X3gbl      ,0,0.5514,0.0537237,-2.54434,0.0002,0.0644018,0.71422,21.61,0.999998,0.9999924
1250940,DES13X3eum      ,0,1.0226,0.0604313999999999,-0.203532,0.001,0.0937748,0.93072,24.22,0.99990714,0.99980557
1250950,DES13X3bdb      ,0,0.701,0.0611931,-0.0711975,0.001,0.050429,0.54104,22.15,0.9999987,0.99999857
1250980,DES13X3gfh      ,0,0.8197,0.1841,-0.678074,0.001,0.1086599999999999,0.90319,23.93,0.99996006,0.9998773
1251022,DES13C1cep      ,0,0.6843,-0.0737655,0.70411,0.001,0.0417690999999999,0.59255,22.56,0.9999969,0.99999714
1251079,DES13C2dyk      ,0,0.5349,-0.0643029,0.019435,0.001,0.033045,0.3271699999999999,21.87,0.9998091,0.998275
1251114,DES13C2dxw      ,0,0.6269,-0.111945,-0.2127869999999999,0.001,0.0406061,0.61101,22.65,0.9999994,0.9999989
1251116,DES13C2hhx      ,0,0.8471,0.0137615,2.86855,0.001,0.083971,1.25496,23.04,0.58206743,0.678836
1251126,DES13C2dwd      ,0,0.5979,-0.0533771999999999,0.0634093,0.001,0.0409879,0.47481,22.75,0.99999964,0.9999932
1251235,DES13S1ecs      ,0,0.2591,0.3367,-0.271196,0.0,0.0477308,0.43987,19.41,0.9999999,0.9996582
1251381,DES13S2bek      ,0,0.4531,-0.121277,-0.980879,0.001,0.0576475,0.6203,21.48,0.99999464,0.9999609
1251390,DES13S2dij      ,0,0.434,-0.0371919,-0.634772,0.001,0.0430362,0.49367,21.44,0.9999999,0.9999995
1251409,DES13S2coi      ,0,0.7496,-0.19244,0.20867,0.001,0.076245,0.91399,22.09,0.9999851,0.99998933
1251436,DES13S2auh      ,0,0.5735,0.13652,-1.67275,0.001,0.0694565,0.86825,21.83,0.97153014,0.979574
1251510,DES13X1gdn      ,0,0.5147,0.19941,-1.95414,0.001,0.0923536,1.03974,22.88,0.98366493,0.93937206
1251511,DES13X1cuh      ,0,0.706,-0.0911414,-0.33089,0.001,0.0552307,0.95555,23.17,0.99848914,0.99811757
1251519,DES13X1azuj     ,0,0.7474,-0.0709055,2.43277,0.001,0.1048299999999999,1.6717,24.13,0.9987679,0.9992515
1251536,DES13X2ebm      ,0,0.5273,-0.0836105,-0.683523,0.001,0.0475608,0.74125,21.32,0.99999905,0.99999774
1251552,DES13X2ebv      ,0,0.3549,-0.0758237,0.2817699999999999,0.001,0.0342565,0.33457,20.92,1.0,1.0
1251600,DES13X3bdi      ,0,0.5576,-0.0288017,-0.570756,0.001,0.0386464,0.46963,21.84,0.99999964,0.9999999
1251603,DES13X3doo      ,0,0.6303,-0.0287488,-1.56709,0.001,0.048242,0.4729899999999999,23.1,0.99999905,0.9999987
1251618,DES13X3fed      ,0,0.8217,-0.1070609999999999,-0.967415,0.001,0.0969718,0.8824700000000001,23.55,0.9999715,0.9999215
1251645,DES13X3fei      ,0,0.7665,0.10895,-0.0382355,0.001,0.0830804,0.75774,24.02,0.9981775,0.98941153
1251975,DES13X2ebw      ,0,0.4465,0.0472689,-0.0172144,0.001,0.0455464,0.51051,20.93,0.99999976,0.99999845
1252142,DES13C2huf      ,0,0.5529,-0.00216492,-0.479518,0.001,0.0411659,0.60082,22.36,0.99999964,0.9999968
1252199,DES13C3hwb      ,0,0.605,0.11129,-0.869706,0.001,0.0386779,0.399,22.61,0.9999994,0.99999666
1252264,DES13C3atlj     ,0,0.1612,0.33105,-1.98339,0.001,0.037672,0.36664,20.81,0.9999988,0.99794996
1252313,DES13E1hba      ,0,0.5969,-0.0366294,0.71663,0.001,0.0357462,0.39436,24.09,0.9999999,0.9999998
1252364,DES13E1hbe      ,0,0.5415,-0.0657848,-1.6958099999999998,0.001,0.0485189,0.61734,21.44,0.99999905,0.99999934
1252449,DES13X2hbk      ,0,0.4654,0.0857426,-2.24704,0.001,0.0769696,0.66237,22.07,0.99994564,0.99954605
1252494,DES13X2oqx      ,0,0.7692,0.10001,-0.221273,0.001,0.0352628,0.8907299999999999,22.76,0.99432606,0.9974945
1252513,DES13C1gkd      ,0,0.4777,0.0414347,-1.70475,0.001,0.0441788,0.42381,23.75,0.9999999,0.9999998
1252521,DES13C1gki      ,0,0.4332,-0.0263707,0.38155,0.001,0.0264389999999999,0.31206,23.81,1.0,1.0
1252595,DES13C3fow      ,0,0.8133,0.2912,-1.17224,0.001,0.1183099999999999,0.8331700000000001,24.89,0.88501185,0.8229993
1252671,DES13C3hcw      ,0,0.9854,-0.00614129,-1.21587,0.001,0.0640673,0.56777,23.93,0.998936,0.998469
1252751,DES13S2glj      ,0,0.5606,-0.177929,-1.07108,0.001,0.0383182,0.4066,22.0,0.9999999,1.0
1252810,DES13S2awoy     ,0,0.5803,0.0320007999999999,0.73165,0.001,0.0546307,0.73243,21.99,0.9999945,0.9999682
1252822,DES13X1gsf      ,0,0.7293,0.0671688999999999,0.74925,0.001,0.0962103999999999,1.21546,22.9,0.99851924,0.9947419
1252829,DES13X1gkc      ,0,0.4517,-0.0583083,-1.15239,0.001,0.0371541,0.37483,21.51,0.9999999,0.9999998
1252918,DES13X3hag      ,0,0.8358,-0.189394,-0.206118,0.001,0.0676264999999999,0.68281,23.58,0.99999464,0.99999
1252970,DES13C2jug      ,0,0.462,0.17331,-0.573702,0.001,0.0407593,0.6281100000000001,21.37,0.9981014,0.9775809
1253029,DES13C1gol      ,0,0.3461,0.0740172,-2.33774,0.001,0.0361593,0.41868,22.05,0.99999976,0.9999982
1253039,DES13C1hwx      ,1,0.4535,-0.1052299999999999,0.19493,0.006,0.0260149,0.25392,23.84,0.9999999,0.9999995
1253044,DES13C1gpn      ,0,0.4489,0.0608103,-2.92574,0.001,0.0635916,0.62642,22.31,0.98713046,0.988179
1253046,DES13C1hxd      ,0,0.5013,-0.0663735,0.5214,0.001,0.0304867999999999,0.30999,21.88,1.0,1.0
1253101,DES13E1goh      ,1,0.4533,0.0330702,1.16166,0.001,0.0309634,0.29364,24.58,1.0,0.9999998
1253119,DES13E2hwp      ,0,0.3192,-0.0760213999999999,-0.869209,0.001,0.0384865999999999,0.38389,19.88,1.0,0.9999998
1253131,DES13E2jmy      ,0,0.4035,0.21929,-2.10473,0.001,0.0713798,0.84199,21.11,0.5707982,0.6120263
1253180,DES13C3hyg      ,0,0.4615,-0.0221709,-0.662303,0.001,0.0240157,0.18617,21.47,1.0,1.0
1253243,DES13S1avbz     ,0,0.5773,-0.019207,-1.6116700000000002,0.001,0.0633325,0.72836,22.29,0.9999919,0.99997646
1253367,DES13S2joi      ,0,0.827,0.1335299999999999,-0.15825,0.001,0.11227,1.03936,23.23,0.97863483,0.928984
1253406,DES13S2ead      ,0,0.3612,0.0525008,-1.77459,0.001,0.0699939,0.4967899999999999,21.86,0.9912176,0.993117
1253474,DES13X1hxs      ,0,0.4467,-0.094253,-0.0931276,0.001,0.0325278,0.32579,21.58,0.99999976,0.99999887
1253475,DES13X1bama     ,0,0.4541,0.2570199999999999,0.25321,0.001,0.0693958,0.92582,20.61,0.985729,0.9883417
1253533,DES13X2gnl      ,0,0.7845,-0.200618,-1.5268700000000002,0.001,0.0994439,0.8898,22.88,0.99999607,0.9999937
1253572,DES13X2jdk      ,0,0.5197,0.17976,1.1282299999999998,0.001,0.0624637,0.84351,22.9,0.99655354,0.989447
1253761,DES13X3gul      ,0,0.8944,0.1004,-0.3129,0.001,0.0947742,1.01393,23.67,0.9997421,0.9979955
1253816,DES13X3jce      ,0,0.9084,0.0712742,-1.70406,0.001,0.0846322,0.7820199999999999,24.02,0.99720854,0.9932146
1253847,DES13X3iue      ,0,1.0793,-0.0100105,3.63731,0.001,0.0360029,1.39423,24.06,0.9997794,0.9996687
1253857,DES13X3iik      ,0,0.8565,-0.0449968,-0.0851685,0.001,0.0718936,0.67315,23.55,0.9999646,0.9999722
1253895,DES13C1td       ,0,0.4928,-0.0686908,0.67332,0.001,0.0358233,0.40539,21.15,0.9999999,0.99999267
1253916,DES13C1ipt      ,0,0.7005,0.31626,-1.27278,0.001,0.1125,1.1246200000000002,22.64,0.9755265,0.9786321
1253920,DES13C1juw      ,1,0.1956,-0.0628384,-0.74737,0.001,0.0263250999999999,0.11843,21.8,1.0,0.9999998
1253997,DES13C2jdi      ,0,0.5908,-0.124841,-2.32621,0.001,0.047347,0.63107,22.52,0.99999964,0.99999887
1254000,DES13C2jva      ,0,0.533,0.20989,-0.960116,0.001,0.0362787,0.8551700000000001,21.88,0.99996984,0.99976623
1254002,DES13C2jsw      ,0,0.5359,-0.000902498,0.0444131999999999,0.001,0.0429926999999999,0.57626,21.75,0.9999989,0.99998903
1254051,DES13C2jub      ,0,0.7615,-0.0123246,-0.614264,0.001,0.1055099999999999,1.27738,22.21,0.99997306,0.9999302
1254052,DES13C2jve      ,0,0.7027,0.0576809999999999,0.6792100000000001,0.001,0.0754664999999999,1.01345,23.67,0.99951637,0.99930733
1254058,DES13C2jur      ,0,0.463,0.00582247,-2.235,0.001,0.0421144,0.5029600000000001,22.72,0.9999987,0.9999962
1254062,DES13C2jue      ,0,0.6417,0.0937272,-0.856201,0.001,0.0719483,1.01561,22.35,0.9997998,0.99944955
1254070,DES13C2juz      ,0,0.4927,-0.00425203,0.00859013,0.001,0.0357636999999999,0.38156,22.22,0.9999999,0.9999998
1254108,DES13C3ibt      ,0,0.9669,-0.0728095,-0.710164,0.001,0.0670276,0.79777,23.21,0.99998856,0.99999106
1254150,DES13C3jcl      ,0,0.7042,-0.0177888,0.33169,0.001,0.0350594,0.34525,23.49,0.99999964,0.9999998
1254181,DES13S1oxv      ,0,0.6428,0.12743,-1.19714,0.001,0.0858416999999999,1.0890799999999998,22.1,0.9878626,0.9728099
1254190,DES13S1lpo      ,0,0.6825,-0.0357525,0.3645,0.001,0.0494517,1.03367,22.97,0.98216945,0.9456072
1254299,DES13X1hxv      ,0,0.495,-0.0472352,-0.4887979999999999,0.0002,0.038206,0.39998,21.72,0.9999999,0.9999995
1254356,DES13X2jng      ,0,0.3513,0.0163423,-0.172003,0.001,0.039879,0.41356,20.87,1.0,1.0
1254566,DES13X3hzv      ,0,0.7912,0.0347773,-3.05428,0.001,0.093193,0.98246,23.56,0.9849781,0.9739587
1254670,DES13C1kdj      ,0,0.5049,-0.0665593,-1.17642,0.001,0.0417703,0.46962,21.59,0.99999976,0.9999999
1254671,DES13C1nlk      ,0,0.4706,0.0235456,0.34709,0.001,0.0395099,0.49666,22.21,0.99999976,0.9999997
1254691,DES13C1nlq      ,0,0.7606,-0.127013,2.0261400000000003,0.001,0.0910621,1.25616,23.76,0.9989446,0.9995117
1254723,DES13C2jvc      ,0,0.3354,0.14379,-1.48995,0.001,0.0370760999999999,0.27708,21.77,0.9999999,0.99999934
1254746,DES13C2kdm      ,0,0.4856,0.0994778,0.88581,0.001,0.0510434,0.73125,22.58,0.99999964,0.9999994
1254762,DES13C2nle      ,0,0.3983,0.3206199999999999,0.0677444,0.001,0.0773983999999999,0.76569,21.89,0.9998357,0.9998844
1254764,DES13C2kdt      ,0,0.7029,0.0865707,0.40205,0.001,0.0827448,1.05636,23.15,0.99937695,0.9996586
1254889,DES13C3kep      ,0,0.6056,-0.0577294,-0.0887574,0.001,0.0321179,0.26248,21.09,1.0,1.0
1254921,DES13E1awwp     ,0,0.9907,0.0315112,1.95321,0.001,0.0991315,1.29198,23.8,0.57895684,0.87886584
1255008,DES13E1kxl      ,0,0.4438,-0.0248835,-1.41864,0.001,0.0509358,0.52961,20.96,0.9999907,0.99999774
1255056,DES13E1haz      ,0,0.7748,0.0554405999999999,-0.2929989999999999,0.001,0.11075,1.0529700000000002,22.39,0.99988925,0.999838
1255130,DES13E2lpg      ,0,0.6241,-0.0946457,0.17275,0.001,0.0468283,0.6420899999999999,21.68,0.9999999,0.9999998
1255169,DES13C3kek      ,0,1.0478,-0.192851,-2.12123,0.001,0.0615726999999999,0.55708,23.78,0.99891555,0.9832454
1255276,DES13S1lpp      ,0,0.4433,0.1130299999999999,-0.529287,0.001,0.0411191999999999,0.37966,21.25,0.999998,0.99999416
1255312,DES13S1nli      ,0,0.3556,0.0567072999999999,-0.494316,0.001,0.0402939,0.31934,21.25,1.0,1.0
1255382,DES13S2nqr      ,0,0.5806,-0.00579419,0.8084399999999999,0.001,0.0464398,0.6543399999999999,23.6,0.9999888,0.99999124
1255399,DES13S2nlg      ,0,0.3814,0.0665971,-1.62103,0.001,0.0465479,0.40352,21.01,0.99999976,0.9999997
1255412,DES13S2nlm      ,0,0.372,0.0298114,-0.737356,0.001,0.0432626,0.42071,21.19,1.0,0.9999998
1255423,DES13S2acmm     ,0,0.6668,0.0486383,-1.1231,0.001,0.0704516,0.7590899999999999,22.23,0.9970042,0.9965954
1255426,DES13S2hxp      ,0,0.4678,0.19862,0.1351099999999999,0.001,0.0661977,1.03385,22.32,0.99260026,0.93031406
1255470,DES13X1bakz     ,0,0.4688,-0.0648736999999999,-1.7153,0.001,0.0431003,0.43062,21.55,0.99999917,0.999996
1255487,DES13X1kbp      ,0,0.4501,0.10793,-0.00819757,0.001,0.0535759,0.5726899999999999,22.32,0.9999999,0.9999998
1255501,DES13X1kar      ,0,0.7896,-0.0521294,-0.451388,0.001,0.0918474,0.8329700000000001,23.48,0.9998091,0.9988507
1255502,DES13X1kae      ,1,0.1482,-0.0308758,1.0918,0.001,0.0259459,0.093447,19.38,1.0,1.0
1255545,DES13X1kay      ,0,0.6018,-0.0888679,0.13454,0.001,0.0526697,0.59397,22.06,0.99999917,0.9999994
1255576,DES13X2nkz      ,0,0.2801,-0.00219732,0.46675,0.001,0.0305139,0.21906,19.56,1.0,1.0
1255657,DES13X2azyv     ,0,0.5888,-0.0942101,-0.0834686,0.001,0.0590324,0.8589200000000001,23.71,0.9999982,0.9999903
1255730,DES13X3jzh      ,0,0.6911,0.0437267,-1.7160799999999998,0.001,0.31071,0.15458,23.18,0.99995375,0.9993907
