# Moller et al. 2022 
# SNe Ia selected with SuperNNova using host-galaxy redshifts 
# This is NOT the cosmology sample nor the SALT values used for cosmology 
# No HQ nor JLA cuts 
# Columns are: SNID=id zHD=redshift IAUC=naming SuperNNova probabilities= all_class0_S_0, average_probability_set_0 
#              SALT2 fit= c,x1,zHDERR,cERR,x1ERR 
SNID,IAUC,SNTYPE,zHD,c,x1,zHDERR,cERR,x1ERR,HOSTGAL_MAG_r,all_class0_S_0,average_probability_set_0
1306360,DES15C1eat      ,101,0.4548,0.0378459,-0.19153,0.001,0.0415333,0.53559,21.23,0.99999976,0.9999954
1306378,DES15S1flk      ,0,0.361,0.25692,1.83697,0.001,0.0524084,0.61014,20.97,0.99984777,0.9997961
1306390,DES15S1ebd      ,101,0.4091,0.15666,-0.308208,0.001,0.0541182,0.68302,21.86,0.9999424,0.9999126
1306537,DES15C1ebo      ,1,0.4795,-0.0636614,1.42965,0.005,0.0337179,0.46871,23.94,1.0,1.0
1306626,DES15C1ebn      ,101,0.4209,-0.0624211,0.53599,0.001,0.0293890999999999,0.38781,23.41,0.9999993,0.99999774
1306736,DES15C1ebf      ,0,0.5514,-0.0683295,-1.85227,0.001,0.0589395999999999,0.63164,21.75,0.99999785,0.99999726
1306785,DES15X1ebs      ,101,0.5753,-0.0349485999999999,0.47076,0.001,0.0500818,0.98007,22.26,0.9999988,0.9999976
1306800,DES15C1eby      ,0,0.5735,-0.0352686999999999,-0.335709,0.001,0.0619924999999999,0.97177,21.93,0.9523635,0.9108424
1306980,DES15E1ebw      ,1,0.5467,0.0875804,-0.927134,0.001,0.0626154,0.66997,22.34,0.9999919,0.99995023
1306991,DES15E1ece      ,101,0.4216,0.0006900319999999,0.33666,0.001,0.0501539,0.60434,20.63,1.0,0.99999934
1307277,DES15S2eco      ,1,0.4111,0.0829468,-0.304735,0.001,0.0464321999999999,0.62195,21.64,0.9999989,0.99999636
1307783,DES15C3hat      ,0,0.7406,0.0698711,0.72438,0.001,0.10063,0.90084,22.84,0.99911064,0.9986016
1307830,DES15C3edd      ,1,0.3493,-0.0486287,-1.54694,0.001,0.0313361,0.25773,21.24,1.0,0.99999934
1307843,DES15C3edo      ,0,0.9215,0.2431,0.16234,0.001,0.13078,1.00003,23.83,0.99967337,0.9963986
1308038,DES15C3edk      ,0,0.3785,0.28271,-0.418125,0.001,0.0481042,0.42877,22.13,0.9999887,0.99941826
1308453,DES15X3eem      ,0,0.7557,0.0312598,-0.404842,0.001,0.0891944,0.91355,22.75,0.9997179,0.99958354
1308509,DES15X1eeo      ,0,0.6005,-0.0258239,0.5032399999999999,0.001,0.0632048,1.39471,23.77,0.9950976,0.9601898
1308529,DES15X3eew      ,0,0.7221,0.0722018999999999,-0.799283,0.001,0.0754891,0.7558600000000001,23.22,0.8519582,0.9527011
1308568,DES15X1eei      ,1,0.643,0.1107099999999999,-0.220859,0.001,0.0676216999999999,0.87765,24.03,0.9859698,0.9858818
1308582,DES15X3flq      ,101,0.3669,-0.1023429999999999,-1.47155,0.001,0.0405556999999999,0.37143,20.69,0.9999999,0.9999981
1308772,DES15E2eff      ,0,0.8085,-0.0246215,0.17743,0.001,0.0923884,1.00128,23.36,0.9982657,0.993369
1308884,DES15C3efn      ,1,0.0773,0.0716633,-1.42042,0.001,0.0310332999999999,0.077539,18.7,0.9999995,0.99999887
1308916,DES15C1efv      ,0,0.4377,-0.0137249,-0.752472,0.001,0.0571374,0.50074,21.64,0.99999964,0.99999774
1308957,DES15X2efk      ,1,0.6187,-0.151785,0.84483,0.005,0.21211,0.46168,23.93,0.99997354,0.9999608
1309013,DES13X2bklo     ,0,0.2126,0.27968,-0.947355,0.001,0.0487184,0.28658,19.88,1.0,0.99999905
1309051,DES15X2efu      ,0,0.5963,0.0641306,0.4694899999999999,0.001,0.0658381,1.05931,21.28,0.99733186,0.9836508
1314317,DES15X3fmd      ,0,0.7866,-0.0303375,-2.09309,0.001,0.0958514999999999,1.01147,22.78,0.99996984,0.99993956
1314397,DES15S1fme      ,0,0.3971,0.1955299999999999,0.38916,0.001,0.0798166,1.22031,20.87,0.9622689,0.9049856
1314554,DES15S1isw      ,0,0.3516,0.21411,-0.2301949999999999,0.001,0.0684245,0.77451,20.36,0.9999907,0.99997824
1314574,DES15S1isx      ,0,0.61,-0.0571286999999999,0.97958,0.001,0.0659328999999999,1.18256,21.25,0.99937254,0.999674
1314581,DES15S1itb      ,0,0.5745,-0.0902573,0.12524,0.001,0.0521291999999999,0.8403200000000001,23.48,0.9999032,0.999951
1314847,DES15X3ita      ,0,0.5205,-0.103155,-1.62541,0.001,0.0539006999999999,0.49543,21.39,0.999982,0.9999956
1314897,DES15X3itc      ,1,0.3366,-0.0112424999999999,0.61857,0.001,0.0333304,0.30117,20.43,1.0,0.9999998
1315570,DES15C3hca      ,0,0.6127,-0.0785152,0.53657,0.001,0.028863,0.22105,22.33,0.9999999,0.9999999
1316989,DES15X1ktk      ,0,0.5534,-0.00758322,1.33002,0.001,0.0511851,0.98228,21.82,0.999964,0.9999874
1317164,DES15X1ith      ,1,0.1546,0.17563,-2.35983,0.001,0.0346924,0.17131,19.2,0.9997718,0.92874163
1317666,DES15X3kqv      ,1,0.1414,0.10683,-0.2284769999999999,0.001,0.0260252,0.0888468999999999,20.05,0.99999976,0.9999987
1317783,DES15S1itz      ,0,0.3944,0.000345263,1.0744200000000002,0.001,0.032706,0.31367,22.87,1.0,1.0
1318051,DES15C3iuj      ,0,0.8748,-0.0813686,0.77818,0.001,0.0593949,0.58344,23.33,0.9965629,0.9990015
1318052,DES15C3kqb      ,0,0.4807,0.15586,0.61417,0.001,0.0280054,0.24049,24.03,0.9999448,0.9812169
1319066,DES15C2iuv      ,0,0.334,0.0861445,0.39882,0.001,0.0336943,0.31331,23.1,1.0,0.9999999
1319366,DES15S2kqw      ,1,0.2348,-0.0121524,1.40471,0.001,0.0264892999999999,0.16827,21.59,1.0,1.0
1319539,DES15S2ivm      ,0,0.3718,0.015593,0.79847,0.001,0.0341669,0.36954,21.02,1.0,0.9999998
1323600,DES15S2kvj      ,0,0.3704,0.0648696,0.37056,0.001,0.0392424,0.4216899999999999,21.15,1.0,1.0
1328066,DES15E1kst      ,1,0.4469,-0.0877967,0.81134,0.001,0.0338375,0.38691,22.49,1.0,0.9999999
1328089,DES15E1kvo      ,0,0.5686,-0.1219069999999999,-0.530828,0.001,0.0497199,0.51644,22.58,0.9999999,0.9999997
1328103,DES15E1krx      ,0,0.5747,0.0317519999999999,0.56412,0.001,0.0673215,0.72515,22.05,0.99988914,0.9991404
1328105,DES15E1kvp      ,1,0.4416,-0.0502716,0.22484,0.001,0.0324560999999999,0.3841699999999999,20.54,1.0,1.0
1329166,DES15C3kuw      ,1,0.7316,-0.0967657,0.39955,0.005,0.0561271999999999,0.36044,24.48,0.9999994,0.9999884
1329168,DES15C3kxr      ,0,0.6765,-0.172723,-0.78804,0.001,0.0375318,0.33538,22.89,0.9999989,0.9999951
1329196,DES15C3kue      ,1,0.7693,-0.0900035,0.58287,0.005,0.0225521,0.3213,24.39,0.99999964,0.9999998
1329615,DES15X2kvt      ,101,0.4036,-0.00612181,-0.620446,0.001,0.0356094,0.43946,21.25,0.9999999,0.9999994
1329622,DES15X2kur      ,0,0.4861,0.11729,-0.066967,0.001,0.0499576,0.53003,22.45,0.99999976,0.9999989
1329795,DES15S1kvx      ,0,0.5256,-0.0469201,1.09911,0.001,0.0465165,0.59063,21.98,0.9999995,0.9999994
1330031,DES15E1kwg      ,1,0.1056,-0.0606635,0.2778,0.001,0.0288252999999999,0.0466935,21.04,1.0,0.9999999
1330350,DES15C3lby      ,0,0.763,0.0302805,-1.25118,0.001,0.0665471,0.55352,23.79,0.999998,0.9999992
1330403,DES15C2liw      ,0,0.7765,-0.0670611,1.18959,0.001,0.0767557,0.8577600000000001,22.52,0.99995244,0.9998743
1330426,DES15C2kyh      ,1,0.2595,-0.0656305,1.15868,0.005,0.0252687,0.11188,25.38,1.0,1.0
1330530,DES15C1kzl      ,0,0.3363,0.20645,-1.0714,0.001,0.0339514,0.3669199999999999,22.0,0.9999999,0.99999696
1330533,DES15C1kzg      ,0,0.3644,-0.0252519,-1.20215,0.001,0.0348364,0.34717,21.63,1.0,0.9999999
1330559,DES15C1kzt      ,0,0.6813,-0.100088,0.0971528,0.001,0.0197083,0.73644,23.32,0.99999285,0.9999895
1330642,DES15X3lab      ,1,0.6339,-0.1039,0.91212,0.001,0.0284625999999999,0.30526,24.02,1.0,1.0
1330817,DES15S2lav      ,0,0.2705,-0.0360797,-1.1668,0.001,0.0308865,0.24865,20.44,1.0,1.0
1330828,DES15S2laq      ,0,0.3671,-0.0180676,1.08493,0.001,0.0320545,0.39247,21.06,1.0,1.0
1330892,DES15S2lal      ,0,0.342,-0.0529343,-0.140676,0.001,0.19917,1.13522,19.12,0.9999485,0.99975854
1330903,DES15S2lam      ,1,0.5643,-0.00503516,0.95744,0.001,0.0489751,0.68038,22.66,0.9999969,0.99999857
1330964,DES15C1lit      ,0,0.4509,0.13885,-0.2463969999999999,0.001,0.0422231,0.54062,21.01,0.99812883,0.999465
1330995,DES15X2lck      ,0,0.7183,-0.0235246,0.99752,0.001,0.0640134,0.93465,23.89,0.9898392,0.684198
1331087,DES15X2liv      ,0,0.3615,0.39598,0.50458,0.001,0.0648369,0.65864,21.96,0.99996614,0.99910384
1331123,DES15E1lew      ,1,0.2216,0.0210872,-1.65273,0.001,0.0289408,0.16605,19.38,1.0,0.9999999
1331130,DES15E1lex      ,0,0.3919,0.24885,0.27774,0.001,0.0590041,0.67075,21.59,0.9999981,0.99999774
1331344,DES15X1ldz      ,0,0.5499,-0.0670926,0.1956099999999999,0.001,0.0545452,0.67429,22.38,0.9999995,0.9999995
1331447,DES15X3lfk      ,0,0.8075,0.16191,1.42313,0.001,0.1004299999999999,1.03196,23.46,0.9999497,0.99994403
1331480,DES15X1lfb      ,0,0.6725,-0.0551737,-0.0936623999999999,0.001,0.0641853,1.04181,23.16,0.99837744,0.9981036
1331513,DES15S2lea      ,0,0.4057,0.0276089,-1.23305,0.001,0.0399635999999999,0.49792,22.03,0.9999993,0.99999416
1331521,DES15S2lec      ,0,0.5578,0.28339,-1.44223,0.001,0.12163,1.00971,21.9,0.9995763,0.9977024
1331592,DES15S2lfi      ,0,0.7443,0.0723218,2.4139,0.001,0.095551,1.17394,23.72,0.9996773,0.9991207
1331615,DES15S2lfd      ,0,0.5974,0.1314,-2.77211,0.001,0.59172,0.3428199999999999,22.42,0.9073671,0.7322728
1331660,DES15C1lix      ,0,0.7208,-0.1548759999999999,0.8409200000000001,0.001,0.0452196,0.67648,22.62,0.9999938,0.9999959
1331663,DES15C1lfg      ,0,0.7693,-0.311214,-0.7449439999999999,0.001,0.0716757,0.7250800000000001,22.96,0.99999416,0.9999976
1331707,DES15E1lha      ,0,0.654,-0.0742868999999999,0.73235,0.001,0.0428568,0.61593,22.64,0.99903846,0.9955522
1331719,DES15E2luz      ,0,0.5863,0.10794,-0.284723,0.001,0.0685943,0.8196,21.92,0.9998796,0.99961233
1331836,DES15X1lgc      ,0,0.3567,0.0268640999999999,0.98075,0.001,0.0294599,0.23753,22.11,1.0,1.0
1331883,DES15X3lge      ,0,0.6188,0.13343,-0.3896679999999999,0.001,0.056351,0.6428699999999999,22.93,0.9999993,0.9999981
1331925,DES15X3lqr      ,0,0.615,0.25606,0.027527,0.001,0.0939375,1.08986,22.09,0.9999963,0.99999475
1331993,DES15X3lqs      ,1,0.7196,-0.0653697,1.14277,0.005,0.0405978,0.45346,24.79,0.99999976,0.99999887
1332008,DES15S2lgo      ,0,0.6116,-0.00112052,-0.687157,0.001,0.0669044,0.90507,22.74,0.9496068,0.7183145
1332033,DES15S2lgr      ,0,0.682,-0.0386564,1.37279,0.001,0.0644358,1.16612,22.5,0.99976486,0.9986018
1332037,DES15S2lhg      ,0,0.8284,0.0115798,0.7592899999999999,0.001,0.0981669999999999,0.94422,23.51,0.9984157,0.9987403
1332055,DES15S2lgv      ,0,0.6348,0.11129,-2.2353,0.0002,0.10499,0.90106,21.77,0.9130591,0.73897165
1332059,DES15S2lmu      ,1,0.5788,-0.148139,0.25643,0.005,0.0394321999999999,0.50683,99.0,0.99999964,0.9999997
1332063,DES15X3lpl      ,0,0.5816,-0.0217582,-0.2135659999999999,0.001,0.0388112,0.4522899999999999,23.78,1.0,0.9999999
1332243,DES15C2lpn      ,0,0.4465,-0.133338,0.52536,0.001,0.0274694,0.25418,21.93,1.0,1.0
1332269,DES15C2ljm      ,0,0.8116,-0.0704615,-0.740762,0.001,0.0951148,0.96945,22.75,0.99950135,0.9995953
1332392,DES15X2lmz      ,0,0.512,-0.0458357,0.2402,0.001,0.0496013,0.70622,22.05,0.9999635,0.9992086
1332413,DES15X2lnb      ,1,0.6087,-0.0768023999999999,0.76699,0.005,0.0407328,0.47581,25.38,0.99999964,0.99999654
1332614,DES15C3lre      ,0,0.5186,0.0996968999999999,-0.4552569999999999,0.001,0.0366912,0.30756,23.11,0.99999964,0.99999934
1332632,DES15C3lrf      ,0,0.6232,0.0797171,-1.98206,0.001,0.0486431,0.36259,22.97,0.99994826,0.999718
1332689,DES15C1lnh      ,0,0.4877,0.15886,-0.000633823,0.001,0.0477376,0.56253,22.65,0.99999833,0.99999416
1332701,DES15C1lku      ,0,0.7917,-0.205013,0.6878,0.001,0.0723679,0.79948,23.12,0.9999424,0.99989396
1332709,DES15C1lle      ,0,0.6937,0.0306049,1.49222,0.001,0.0624886999999999,0.97006,22.87,0.9999976,0.99991167
1332721,DES15C1lni      ,0,0.4222,0.0336061,1.16276,0.001,0.0397383,0.45725,22.6,0.9999999,0.9999998
1332747,DES15C3lps      ,0,0.343,0.28199,0.77887,0.001,0.0299645999999999,0.20195,22.73,0.9999999,0.9999998
1332795,DES15C1lnj      ,0,0.6798,0.0452201,-0.90097,0.001,0.0727661,0.8862399999999999,22.65,0.9995783,0.99974173
1332819,DES15C3lpt      ,0,0.3418,0.0485719,-0.0380394,0.001,0.0336786,0.30909,20.78,0.99999356,0.99999726
1332860,DES15C3lxs      ,0,0.9646,0.21674,-2.31548,0.001,0.47111,0.4488,24.16,0.9915298,0.97709113
1333223,DES15C1loc      ,0,0.7021,0.0382592,0.34087,0.001,0.0751958,1.01294,22.34,0.9801058,0.86216706
1333246,DES15S2lot      ,1,0.4377,0.14643,1.52929,0.001,0.0508522,0.6297,20.98,0.9999944,0.99996156
1333248,DES15S2lor      ,0,0.694,-0.136683,-0.758985,0.001,0.0415893,0.60017,22.25,0.99999905,0.9999968
1333291,DES15X3loq      ,0,0.3646,-0.00295029,-0.0975547,0.001,0.0259459999999999,0.1871,22.31,1.0,1.0
1333319,DES15E2lpg      ,0,0.6547,0.11198,1.68872,0.001,0.0454921,0.60115,21.83,0.99799997,0.9868026
1333489,DES15C3lvq      ,0,0.6818,-0.00406005,-0.784656,0.001,0.0480543,0.46828,22.66,0.9999982,0.99999523
1333949,DES15E2mao      ,0,0.6593,0.1899799999999999,3.17492,0.001,0.00892641,1.10126,20.87,0.9999397,0.97413856
1334084,DES15S2mau      ,1,0.1335,0.10272,-0.645856,0.001,0.0311017,0.22674,19.59,1.0,0.9999992
1334087,DES15S2max      ,1,0.2663,-0.0263917,1.41085,0.001,0.029141,0.22621,19.58,1.0,0.99999887
1334253,DES15C1lwm      ,0,0.6208,0.0715548,-0.1196619999999999,0.001,0.0604155999999999,0.5674399999999999,23.51,0.99999595,0.9999814
1334257,DES15C1mas      ,0,0.68,-0.119518,1.12962,0.001,0.0389621,0.55255,22.53,0.9999875,0.99999714
1334265,DES15C1map      ,0,0.5859,0.066202,-0.1710829999999999,0.001,0.059922,0.6021,22.09,0.9998938,0.99984866
1334302,DES15E1mar      ,1,0.4546,0.0470767,-0.270571,0.001,0.0338269999999999,0.4238,21.77,0.9999999,0.99999917
1334311,DES15E1lwi      ,0,0.789,0.14406,2.73844,0.001,0.0935712,1.28805,22.99,0.928675,0.8902874
1334321,DES15E2mdj      ,0,0.8033,-0.0208665,0.40435,0.001,0.0799041,0.81355,23.93,0.99993074,0.99744606
1334423,DES15S1lyi      ,101,0.3579,0.0392115,1.09041,0.001,0.0293205,0.31119,22.45,1.0,1.0
1334448,DES15X1mbc      ,101,0.5169,-0.0427703,-2.24763,0.001,0.0536468,0.53791,21.83,0.9999938,0.9999849
1334470,DES15X1mav      ,1,0.5188,0.0163888,1.40575,0.005,0.038931,0.59558,26.01,1.0,0.9999999
1334471,DES15X1lws      ,0,0.703,0.0515505,1.09572,0.001,0.0731221,0.94913,22.19,0.99998474,0.99998224
1334530,DES15E1maw      ,0,0.657,0.1318099999999999,0.16326,0.001,0.0857319,1.08834,22.12,0.9997669,0.9992388
1334597,DES15X3lya      ,1,0.289,-0.0254014,0.6015699999999999,0.005,0.025323,0.0955207,23.68,1.0,0.9999999
1334620,DES15X2lxw      ,1,0.1962,0.22469,-0.792762,0.001,0.034605,0.29185,20.4,1.0,0.99999964
1334623,DES15X2men      ,1,0.3328,0.29199,0.2336599999999999,0.001,0.0400582,0.42326,22.61,0.99999964,0.99999726
1334644,DES15X2lxv      ,1,0.2881,-0.0279974,-1.55714,0.001,0.0313845,0.21304,19.84,1.0,1.0
1334645,DES15X2mei      ,1,0.2312,-0.0193180999999999,-0.6471439999999999,0.001,0.0266947,0.15377,20.95,1.0,0.9999999
1334647,DES15X2lyf      ,0,0.7433,-0.318079,1.52255,0.001,0.0802428999999999,0.81711,23.6,0.9999887,0.9997922
1334677,DES15X2mej      ,0,0.7563,-0.0806363,1.13952,0.001,0.0903629,1.00717,23.81,0.9995999,0.9989799
1334686,DES15X2meg      ,0,0.659,-0.0327682,0.59626,0.001,0.053698,0.76351,22.89,0.99999905,0.99999917
1334707,DES15C3lyd      ,101,0.6488,-0.127542,0.34878,0.001,0.0290255,0.24633,23.32,1.0,1.0
1334742,DES15S1lyl      ,0,0.5281,-0.0300847,-1.2759,0.001,0.0273637,0.6956600000000001,22.28,0.99999523,0.9999296
1334853,DES15X3lyz      ,0,0.702,-0.0791619,-0.0529743,0.001,0.0367591,0.34538,22.92,0.99999964,0.9999997
1334858,DES15C3lza      ,1,0.6284,0.1161099999999999,-0.594543,0.001,0.0595045999999999,0.4821899999999999,21.6,0.9999436,0.9998188
1334879,DES15C3lzl      ,1,0.6393,0.0648463,-0.126573,0.005,0.0355428,0.27451,27.36,0.9999994,0.9999962
1335091,DES15E2mbt      ,0,0.8081,0.0203555,0.87774,0.001,0.0982378,1.04852,23.35,0.9998882,0.9995159
1335259,DES15C1mcb      ,0,0.727,-0.132521,0.36103,0.001,0.1011799999999999,1.07023,22.88,0.99993825,0.99993
1335305,DES15S2mji      ,0,0.334,0.00693544,-0.0806221,0.001,0.038093,0.34285,21.41,0.9999999,0.99999964
1335387,DES15C2mcu      ,0,0.6058,-0.0266661,0.74661,0.001,0.0418033,0.56618,23.76,0.9999994,0.99999934
1335432,DES15C3mes      ,0,0.4269,-0.00717797,-1.56016,0.001,0.0287777,0.20969,22.21,1.0,1.0
1335433,DES15C3meu      ,0,0.6585,0.15175,-1.51878,0.001,0.0527449,0.38094,23.8,0.999411,0.9925128
1335472,DES15E2mhj      ,1,0.506,-0.00428254,0.1921,0.001,0.0304841,0.32253,22.26,1.0,1.0
1335564,DES15X2mey      ,1,0.6062,-0.0903496,0.2141,0.001,0.0476126,0.60275,23.66,0.9999964,0.99993706
1335585,DES15X2mfa      ,0,0.6056,0.16348,-2.3487400000000003,0.001,0.0911288,0.81789,23.26,0.98917073,0.9706048
1335671,DES15C2mky      ,0,0.5244,-0.0733328,0.78603,0.001,0.0318954,0.33404,21.07,1.0,1.0
1335675,DES15C2mkx      ,0,0.6073,-0.0834897,-0.6323300000000001,0.001,0.0473749,0.55324,21.45,0.9999999,0.9999999
1335694,DES15S1mjm      ,101,0.2532,0.0100883,0.89187,0.001,0.0272562999999999,0.14324,18.91,1.0,1.0
1335717,DES15C3mgv      ,1,0.3048,0.057352,-0.1015399999999999,0.001,0.0276744,0.14281,21.96,1.0,1.0
1335718,DES15C3mga      ,1,0.6993,-0.121849,0.41006,0.005,0.0297137,0.23768,26.58,1.0,1.0
1335756,DES15S1mjn      ,0,0.4493,0.14249,0.19465,0.001,0.0562781999999999,0.63272,21.46,0.99998844,0.9999918
1335818,DES15C3mjq      ,0,0.6225,0.18395,0.90991,0.001,0.0475969,0.58128,21.8,0.9999994,0.9999997
1335854,DES15C1mhl      ,0,0.5787,0.00423479,0.42549,0.001,0.0466707,0.59619,22.89,0.99997747,0.99997884
1335868,DES15C1mhp      ,101,0.6194,-0.0236241,2.10569,0.005,0.0432045,0.7116600000000001,99.0,0.999998,0.99999744
1335885,DES15C1mle      ,0,0.3993,0.17394,0.4133699999999999,0.001,0.0480054,0.53883,20.82,0.9999969,0.9999372
1336002,DES15E1mjr      ,1,0.395,0.073235,0.8553700000000001,0.005,0.0282702999999999,0.2186,25.41,0.999998,0.6969055
1336008,DES15E2mhy      ,1,0.4376,-0.0549273,0.75941,0.001,0.0254138,0.2478199999999999,22.72,1.0,1.0
1336009,DES15E2mhv      ,1,0.3418,0.17301,-0.371456,0.001,0.0325794,0.29272,22.8,1.0,0.9999999
1336019,DES15E1mjs      ,0,0.7939,-0.12065,2.96751,0.001,0.0968011,1.44509,23.37,0.999918,0.998562
1336150,DES15E2mie      ,0,0.3481,0.17304,-0.8909969999999999,0.001,0.0420707,0.47078,21.77,0.9999962,0.99999774
1336260,DES15E1mng      ,0,0.6667,0.055797,-0.0885016999999999,0.001,0.0565059999999999,0.70814,22.65,0.99954826,0.99954575
1336359,DES15X1mpc      ,0,0.4282,0.057766,-0.338608,0.001,0.0520400999999999,0.5980800000000001,23.31,0.99801195,0.99869835
1336384,DES15X1mjv      ,0,0.5831,0.10544,0.91413,0.001,0.0622039999999999,0.82734,22.37,0.9999651,0.9988664
1336453,DES15S2mpg      ,1,0.1849,-0.0364731,1.01859,0.001,0.0262192999999999,0.1103,21.55,1.0,0.9999999
1336464,DES15S2mpb      ,0,0.3873,0.12614,0.6204,0.001,0.0393882,0.45714,21.2,0.99999964,0.99999535
1336480,DES15S2mpl      ,1,0.256,0.0555493,-0.190574,0.001,0.0328182,0.23723,20.76,1.0,0.9999998
1336558,DES15S1mpy      ,0,0.4676,-0.107386,-1.86783,0.001,0.0573911999999999,0.59867,20.94,0.999305,0.9996688
1336577,DES15X3mpf      ,0,0.7377,0.33253,-0.0432675,0.001,0.11348,0.91363,23.44,0.7192296,0.7205877
1336599,DES15C3mpj      ,0,0.6775,0.14092,-0.345034,0.001,0.0557663,0.51507,22.13,0.9998192,0.99962455
1336662,DES15C3mpk      ,1,0.1809,0.0871163,1.13775,0.001,0.0248865,0.0727913,20.89,1.0,0.9999983
1336687,DES15X2mpm      ,1,0.2338,0.12149,0.31196,0.001,0.0271531,0.14188,23.15,1.0,0.9999992
1336693,DES15X2mlr      ,0,0.648,-0.0614375999999999,-0.712147,0.001,0.0488277,0.50859,21.79,0.9999982,0.9999981
1336845,DES15C2mlv      ,0,0.6054,0.18997,-1.81087,0.001,0.0394744,0.86416,22.84,0.9839034,0.97233945
1336925,DES15C1mmi      ,0,0.65,0.0876041,-1.35758,0.001,0.0625318,0.6108,22.55,0.86028993,0.8938688
1336953,DES15X3mps      ,0,0.6001,-0.0511576,-1.18926,0.001,0.0431652,0.40662,23.49,0.99999917,0.99999964
1336957,DES15C3mpu      ,0,0.8296,0.2996,-0.472314,0.001,0.0976578,0.8274100000000001,23.04,0.99877936,0.9996249
1336975,DES15C1mqf      ,1,0.1105,0.0485711,-0.552012,0.001,0.0407473,0.2053,18.22,1.0,0.9999995
1337117,DES15E2msq      ,1,0.5539,-0.0740418,0.32151,0.005,0.0308086,0.29316,24.66,0.99999917,0.9773159
1337221,DES15E1mvj      ,1,0.6688,-0.202025,0.0653693,0.005,0.0395253,0.43542,25.11,0.9999995,0.9999997
1337223,DES15E1mob      ,0,0.6669,0.0730204,1.26594,0.001,0.0865416,1.18329,22.86,0.9943309,0.98372763
1337228,DES15E1mvi      ,1,0.5774,-0.0688259,-0.8345040000000001,0.001,0.0631011,0.60654,23.2,0.9999833,0.9999714
1337244,DES15X1mqb      ,0,0.6926,-0.0112907,2.03115,0.001,0.0579829,1.2154,22.27,0.9999988,0.99999696
1337267,DES15X1mvk      ,0,0.4532,0.11208,-0.499652,0.001,0.0479379,0.56703,22.33,0.9999988,0.99999774
1337272,DES15X1mvl      ,1,0.5036,-0.0821283,-0.8360920000000001,0.001,0.0453854,0.49686,24.33,0.9999999,0.9999998
1337311,DES15X1mvn      ,0,0.4213,-0.0645053,-0.1158619999999999,0.001,0.0414571999999999,0.43873,21.75,1.0,0.9999999
1337321,DES15X1mvp      ,0,0.5626,-0.0716626,1.04465,0.001,0.0419788,0.5959,21.96,0.9999993,0.9999992
1337325,DES15X1mvs      ,1,0.6387,-0.10905,0.0735255,0.005,0.0472833,0.60348,24.43,0.9999994,0.99999887
1337541,DES15C3mvt      ,0,1.0548,0.0962418999999999,0.7448199999999999,0.001,0.0714588,0.75563,23.35,0.23002143,0.60478765
1337549,DES15C2mrb      ,0,0.7488,-0.139994,-0.563258,0.001,0.0248787,0.7553,24.42,0.9999492,0.99991786
1337649,DES15S1mvv      ,1,0.2615,0.0195774,1.1689200000000002,0.001,0.0281673,0.18083,23.39,1.0,0.9999998
1337655,DES15X3mwb      ,1,0.8485,-0.101242,1.63089,0.005,0.0503608,0.3869599999999999,99.0,0.9998647,0.9990941
1337687,DES15C1mvy      ,1,0.3287,-0.0999824,0.87156,0.001,0.0113307,0.14817,23.88,1.0,1.0
1337703,DES15C1mvx      ,1,0.5323,-0.10636,-1.31479,0.001,0.0406087,0.39141,21.72,0.99999905,0.99999714
1337838,DES15X2mzv      ,1,0.3119,-0.0179699,0.88912,0.005,0.0253363,0.19085,25.41,1.0,1.0
1337840,DES15X2mzt      ,0,0.7963,-0.246324,-0.369598,0.001,0.0925039,1.01989,23.04,0.9999682,0.99996585
1337926,DES15C3mtg      ,0,0.9089,0.1516,-1.5442,0.001,0.12234,1.09364,23.58,0.94567347,0.9273882
1337971,DES15E2mzw      ,0,0.4107,0.0700011,-1.84854,0.001,0.00559405,0.61898,21.87,0.9977464,0.98902
1337975,DES15E2mub      ,0,0.8031,-0.0884437,-1.23585,0.001,0.11552,0.8978,22.38,0.9999403,0.9998921
1338128,DES15E1nei      ,1,0.3117,0.0100834999999999,-0.432031,0.001,0.0291728,0.26329,22.48,1.0,0.9999999
1338170,DES15E1neh      ,101,0.3868,0.0998567,-0.3372429999999999,0.001,0.0385811999999999,0.4147,21.52,0.9999999,0.9999997
1338185,DES15E1nek      ,0,0.516,0.1661,0.97459,0.001,0.0547588,0.75385,22.8,0.998725,0.9987987
1338223,DES15E1nel      ,0,0.5995,0.0297602,-0.208638,0.001,0.0636776,0.76386,21.61,0.9994106,0.99914044
1338233,DES15X1mwg      ,1,0.6015,-0.089787,-1.33149,0.001,0.0645583,0.77362,21.98,0.99998915,0.9999706
1338266,DES15X1mzz      ,1,0.6484,-0.124117,-0.37109,0.001,0.0431687,0.54632,24.11,0.99999845,0.99998266
1338278,DES15X1ney      ,1,0.5639,0.0367870999999999,1.22664,0.0005,0.0456214999999999,0.71225,22.53,0.9999993,0.9999981
1338324,DES15X1nex      ,0,0.4255,0.2440699999999999,0.0203019,0.001,0.0640846,0.78915,22.32,0.9977738,0.9755913
1338387,DES15S2myz      ,1,0.5838,-0.065435,1.25561,0.005,0.0377708,0.44727,24.89,0.99999094,0.99995786
1338430,DES15S2mwz      ,1,0.5172,-0.0687881,0.56943,0.001,0.0340019,0.3713599999999999,21.49,0.99999857,0.9999995
