# Moller et al. 2024 
# SNe Ia selected with SuperNNova without host-galaxy redshifts 
# This is NOT the cosmology sample nor the SALT values used for cosmology 
# Contains HQ cuts using SNphoto z fit with SALT2 
# zHD, c, x1 are derived simultanoeusly  
SNID,IAUC,SNTYPE,REDSHIFT_FINAL,REDSHIFT_FINAL_ERR,HOSTGAL_SPECZ,HOSTGAL_SPECZ_ERR,HOSTGAL_LOGMASS,HOSTGAL_LOGMASS_ERR,HOSTGAL_MAG_r,HOSTGAL_MAGERR_r,all_class0_S_0,zHD,zHDERR,x1,x1ERR,c,cERR,FITPROB
1631024,DES16X1epc      ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.9972518,0.8628,0.01471,0.53993,0.61096,-0.156596,0.0331338,0.30989
1632020,DES16X1ept      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.3,99.0,0.99945205,0.70542,0.00628,1.13607,0.42158,-0.130778,0.0280035,0.75995
1632070,DES16X2ewc      ,0,0.4251,0.001,0.4263,0.001,9.84,0.02,22.28,99.0,0.99511236,0.71066,0.00826,1.33371,0.57605,-0.139438,0.0340943,0.87966
1634024,DES16X1epw      ,0,0.5763,0.001,0.5776,0.001,10.33,0.02,22.88,99.0,0.99999285,0.54949,0.00996,-0.891365,0.58602,0.0385526,0.0404535,0.74491
1636021,DES16C1ewf      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.52,99.0,0.8146864,0.9469,0.01537,1.3448,0.59003,-0.139962,0.0333669,0.12766
1636043,DES16E2etb      ,0,0.5394,0.001,0.5405,0.001,9.98,0.01,21.4,99.0,0.99086624,0.5753,0.0072,1.80011,0.43754,0.043939,0.0278588,0.44441
1636093,DES16E1ezz      ,0,0.4778,0.001,0.4789,0.001,9.77,0.01,21.84,99.0,0.9716007,0.59042,0.00394,2.49643,0.39599,-0.0428184,0.0259134,0.74601
1638030,DES16S2ffk      ,101,0.3714,0.001,0.3724,0.001,10.67,0.08,20.79,99.0,0.99999535,0.33752,0.00859,-0.126621,0.38798,0.0669775,0.0306397,0.99453
1638093,DES16C3esw      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.27,99.0,0.99998844,0.64328,0.00391,0.36122,0.22541,-0.0347775,0.0165015,0.51943
1639025,DES16E2fae      ,0,0.6619,0.001,0.6631,0.001,10.24,0.02,23.14,99.0,0.9999949,0.56885,0.00736,0.4468,0.43804,0.00432527,0.0268367,0.72125
1641024,DES16S1ffm      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.36,99.0,0.9997993,0.51691,0.02187,1.73579,0.36353,-0.0196445,0.0457097,0.51479
1641065,DES16S1ffs      ,0,0.4325,0.001,0.4335,0.001,10.92,0.03,21.13,99.0,0.8586408,0.84771,0.00855,1.11171,0.8085,-0.193271,0.0408516,0.17401
1641173,DES16X3eww      ,101,0.1501,0.001,0.151,0.001,9.85,0.01,20.59,99.0,0.9999969,0.45856,0.00403,-0.320378,0.31774,0.1214,0.0214763,0.73207
1641300,DES16E2fkk      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.27,99.0,0.98515874,0.69895,0.00542,1.75388,0.52206,-0.0906222,0.0312259,0.6349
1641368,DES16X3fav      ,0,0.607,0.001,0.6083,0.001,9.55,0.02,23.36,99.0,0.9988655,0.95691,0.01035,-0.0324088,0.395,-0.201533,0.0240227,0.17668
1642117,DES16X3exa      ,0,0.8122,0.001,0.8137,0.001,9.61,0.04,24.2,99.0,0.9980451,1.00768,0.00815,0.57693,0.761,-0.0407924,0.0394698,0.94782
1642138,DES16C1ffw      ,0,0.6597,0.001,0.6603,0.001,9.23,0.03,23.9,99.0,0.79853237,0.65572,0.03639,1.1258,0.56086,0.0222036,0.0456214,0.18618
1642158,DES16S2fft      ,0,0.687,0.001,0.6883,0.001,11.22,0.05,22.15,99.0,0.9567741,0.68181,0.00722,0.96671,0.73279,-0.078047,0.040287,0.98491
1642178,DES16C3ffy      ,0,0.6867,0.001,0.6874,0.001,10.78,0.06,22.35,99.0,0.9994832,0.66238,0.00218,-2.04466,0.5126,-0.0708835,0.0288037,0.0137503
1643063,DES16X1ext      ,0,0.5719,0.001,0.5732,0.001,10.69,0.04,22.14,99.0,0.9910952,0.61445,0.01547,-1.58734,0.52975,-0.0864831,0.0384399,0.0314501
1643120,DES16X2fdm      ,0,0.7552,0.001,0.7566,0.001,10.59,0.05,23.31,99.0,0.9891382,0.6166,0.0124,-1.05515,0.65719,0.0299278,0.042395,0.48597
1643139,DES16X3exo      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.22,99.0,0.99856025,0.99437,0.01038,-0.267655,0.67626,-0.0479851,0.0360872,0.1319
1643271,DES16E2fkm      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.91,99.0,0.4118505,0.97586,0.00708,-1.18622,0.71803,-0.210666,0.034097,0.48691
1643312,DES16C2fkt      ,0,0.3404,0.001,0.3408,0.001,10.33,0.08,21.43,99.0,0.99994063,0.33024,0.00398,-0.752574,0.30071,0.12812,0.0227464,0.60315
1643313,DES16C2fkw      ,0,0.3903,0.001,0.3908,0.001,10.69,0.01,20.85,99.0,0.9998859,0.42017,0.00656,0.86293,0.28683,0.00398615,0.022552,0.98465
1643316,DES16C2flh      ,0,0.5489,0.001,0.5495,0.001,10.96,0.02,20.88,99.0,0.999907,0.66401,0.00559,-0.519252,0.54986,-0.177572,0.0309391,0.64727
1643329,DES16X3fbg      ,0,0.6083,0.001,0.6096,0.001,9.95,0.02,23.52,99.0,0.9802797,0.94882,0.01838,0.0265068,0.66527,-0.10025,0.0366086,0.9021
1643338,DES16X3fbi      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,21.78,99.0,0.99999404,0.60347,0.01185,0.0936854,0.39514,0.0411506,0.0310872,0.98429
1643348,DES16X3fku      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.54,99.0,0.99418384,0.84392,0.01632,0.18993,0.58008,0.00425481,0.041278,0.35767
1644061,DES16C3ffz      ,0,0.6129,0.001,0.6135,0.001,10.75,0.01,22.61,99.0,0.99727815,0.65,0.00926,-2.02675,0.0388039,-0.0734666,0.10732,0.48005
1644147,DES16C3fgh      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.44,99.0,0.9586058,0.7085,0.00999,-0.244723,0.65702,0.1655,0.0375596,0.51482
1644163,DES16S2fga      ,0,0.562,0.001,0.5632,0.001,10.67,0.04,22.1,99.0,0.9939236,0.6761,0.01691,-0.188698,0.73228,-0.0762597,0.0456254,0.8447
1644170,DES16S2fgi      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.27,99.0,0.989099,0.72864,0.01933,-1.96441,0.5055,-0.193691,0.0411401,0.70025
1644180,DES16C3fgk      ,0,0.6115,0.001,0.6122,0.001,10.97,0.01,22.21,99.0,0.99993324,0.59443,0.00615,0.60284,0.30118,0.0199129,0.0225735,0.89717
1644199,DES16C3fgj      ,0,0.6612,0.001,0.6618,0.001,11.06,0.0,23.19,99.0,0.99885106,1.12112,0.01376,0.86142,0.25672,-0.219973,0.00422437,0.0392734
1644213,DES16E1flg      ,0,0.5451,0.001,0.5462,0.001,10.43,0.04,22.28,99.0,0.91182107,0.71194,0.01531,-1.20775,0.52233,-0.263172,0.0281459,0.40248
1644251,DES16E2flf      ,0,0.7795,0.001,0.7808,0.001,10.53,0.05,23.03,99.0,0.9674741,0.80351,0.0096,1.47645,0.7886,-0.0155836,0.042752,0.9518
1644290,DES16C2flj      ,0,0.5373,0.001,0.5379,0.001,10.8,0.01,21.4,99.0,0.9999894,0.48377,0.00426,0.0619461,0.513,0.0802801,0.0305647,0.68533
1644332,DES16X3fbx      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.45,99.0,0.9974112,0.89668,0.01004,-1.24003,0.18906,-0.12119,0.0568519,0.23058
1645122,DES16X2fdr      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,23.1,99.0,0.9693926,0.5758,0.02644,1.31225,0.7668,0.11963,0.0593055,0.88867
1645125,DES16X2fdo      ,0,0.4442,0.001,0.4454,0.001,9.47,0.01,22.62,99.0,0.99809724,0.48289,0.00664,1.22075,0.32096,-0.0842893,0.0223947,0.96093
1645144,DES16X3eyo      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,23.65,99.0,0.9997552,0.82613,0.02123,0.20887,0.42863,-0.0780069,0.0327604,0.97895
1645145,DES16X3ezd      ,0,0.8263,0.001,0.8278,0.001,10.6,0.04,23.16,99.0,0.9997695,1.01239,0.00916,0.65046,0.7936,-0.0567982,0.0404811,0.17579
1645157,DES16C1fgl      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.64,99.0,0.99977356,0.91254,0.01696,1.32302,0.33468,-0.149995,0.00287743,0.31539
1645158,DES16C1fgm      ,1,0.3605,0.001,0.361,0.001,10.06,0.09,21.74,99.0,0.9992465,0.44445,0.00384,-1.2675,0.34052,-0.092557,0.0220776,0.5019
1645195,DES16S2fgp      ,0,0.5258,0.001,0.5269,0.001,10.19,0.04,21.64,99.0,0.9999199,0.50738,0.00421,0.38571,0.41529,-0.031324,0.0260704,0.8837
1645208,DES16C3fgo      ,0,0.6952,0.001,0.6958,0.001,11.14,0.04,21.51,99.0,0.9973007,0.69505,0.00779,0.82535,0.1974,-0.0599863,0.00813801,0.13966
1645214,DES16S2fqc      ,0,0.6121,0.001,0.6133,0.001,10.14,0.02,23.09,99.0,0.99179256,0.91834,0.01459,2.33142,0.74273,-0.140429,0.0397501,0.32042
1645303,DES16C2fls      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.56,99.0,0.9964929,0.92937,0.00294,1.57633,0.50112,-0.121285,0.0261921,0.14703
1645304,DES16C2flw      ,0,0.8598,0.001,0.8605,0.001,11.07,0.05,23.04,99.0,0.99535805,0.82048,0.02418,0.89424,0.67182,-0.0820702,0.047669,0.46758
1646056,DES16E2fma      ,0,0.7489,0.001,0.7502,0.001,10.38,0.05,23.45,99.0,0.87885374,0.90414,0.01859,1.7056,0.56355,-0.106914,0.0316409,0.57407
1646094,DES16C2fmc      ,0,0.5924,0.001,0.5929,0.001,10.1,0.02,22.75,99.0,0.9716642,0.93635,0.00836,0.6564,0.69952,-0.105627,0.0356237,0.36965
1647048,DES16X1fqe      ,0,0.7088,0.001,0.7102,0.001,11.11,0.02,22.41,99.0,0.9690015,0.56671,0.01245,1.62875,0.66354,0.13047,0.0453051,0.77588
1650024,DES16X1few      ,1,0.3099,0.001,0.311,0.001,10.12,0.04,21.7,99.0,0.99999845,0.31914,0.00407,0.10747,0.28417,0.0766223,0.0229679,0.18125
1652139,DES16C3fqj      ,0,0.7827,0.001,0.7833,0.001,10.86,0.05,23.18,99.0,0.9089128,0.7923,0.01383,0.11499,0.73806,0.00159604,0.0455954,0.99167
1653101,DES16C3fmt      ,0,0.33,0.001,0.3305,0.001,10.22,0.01,21.77,99.0,0.9999962,0.32575,0.00386,0.76151,0.21757,0.24389,0.0197495,0.0413264
1653189,DES16C2fmx      ,0,0.8259,0.001,0.8266,0.001,10.44,0.04,23.18,99.0,0.9855016,0.45438,0.01062,-1.62578,0.63666,0.27942,0.0426648,0.22997
1654034,DES16S2fqr      ,0,0.4101,0.001,0.4112,0.001,9.49,0.02,22.58,99.0,0.5258781,0.88753,0.02009,0.13857,0.98859,-0.1626,0.0523564,0.60819
1654039,DES16S2fqx      ,0,0.7131,0.001,0.7144,0.001,8.72,0.07,24.88,99.0,0.91789645,0.94341,0.01621,0.6166,0.65057,-0.142872,0.0340064,0.59562
1654091,DES16C3fhj      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,26.11,99.0,0.95719945,0.84652,0.00486,1.82258,0.53191,0.0640851,0.0323937,0.27697
1654150,DES16S1fqt      ,0,0.3235,0.001,0.3244,0.001,9.41,0.02,22.22,99.0,0.7984858,0.3704,0.00883,0.96617,0.50334,0.16531,0.0355534,0.54437
1655230,DES16C2fxq      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.06,99.0,0.99083745,0.54696,0.00871,0.59249,0.28479,-0.101041,0.0235099,0.68729
1655243,DES16X3frd      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,27.13,99.0,0.9103736,1.06594,0.03046,0.20816,0.51737,-0.0886209,0.0372537,0.51482
1655244,DES16X3foe      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.54,99.0,0.9521661,1.05547,0.01456,-0.835745,0.47492,-0.14031,0.028788,0.8504
1656083,DES16S1fje      ,0,0.8325,0.001,0.8338,0.001,9.32,0.04,23.93,99.0,0.5096177,0.94945,0.01251,0.95912,0.70056,-0.172055,0.0359735,0.08111
1656089,DES16C3fim      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,26.21,99.0,0.78337944,0.88961,0.00913,-0.496627,0.64693,0.00149232,0.0382168,0.72318
1656107,DES16S1fre      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,21.75,99.0,0.8205743,0.57251,0.00553,-0.338142,0.46546,-0.157061,0.029616,0.19024
1656128,DES16C3frg      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.59,99.0,0.99624926,0.98471,0.00911,0.10646,0.4951,-0.0899764,0.0283959,0.22729
1658045,DES16E2fvm      ,0,0.642,0.001,0.6432,0.001,11.08,0.02,21.21,99.0,0.9800858,0.63378,0.01628,-1.57918,0.44984,-0.067171,0.0346551,0.83229
1658051,DES16E2fvn      ,0,0.6229,0.001,0.6241,0.001,10.97,0.04,21.83,99.0,0.99978906,0.54791,0.00591,-0.989619,0.58151,0.0374667,0.0353655,0.75315
1660018,DES16X2fxw      ,0,0.4344,0.001,0.4355,0.001,9.86,0.02,22.18,99.0,0.99975723,0.42089,0.00309,1.31151,0.32488,-0.0307504,0.0236714,0.24181
1662023,DES16X2fxy      ,0,0.3127,0.001,0.3137,0.001,10.32,0.01,21.23,99.0,0.99999976,0.28887,0.00168,-0.244033,0.20188,-0.0989541,0.015648,0.14468
1664065,DES16X3fwi      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.97,99.0,0.87282157,0.78473,0.01362,-2.55703,0.55029,-0.0903305,0.0348692,0.56474
1672051,DES16X2geg      ,0,0.6138,0.001,0.6151,0.001,10.45,0.04,22.68,99.0,0.978526,0.71947,0.0131,-0.672228,0.46838,-0.206318,0.0322151,0.67654
1673068,DES16C3fym      ,0,0.5278,0.001,0.5284,0.001,10.72,0.02,21.26,99.0,0.99993515,0.50987,0.00373,-1.03551,0.30793,-0.0659382,0.0217383,0.87549
1673072,DES16X2gei      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.45,99.0,0.9879788,0.62493,0.01323,0.80536,0.99249,0.12621,0.0596893,0.32977
1673140,DES16C3gag      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.81,99.0,0.9894852,1.02116,0.01329,0.24678,0.93783,0.0177825,0.0508606,0.92042
1674022,DES16X1fyn      ,0,0.6027,0.001,0.604,0.001,8.88,0.08,24.0,99.0,0.97160834,0.57183,0.00811,-0.761304,0.66689,-0.134549,0.0449626,0.0286352
1674054,DES16X2gap      ,1,0.0526,0.001,0.0534,0.001,10.83,0.09,17.48,99.0,0.9398304,0.05768,0.00286,-2.2964,0.47954,0.0413667,0.0130296,0.49733
1675099,DES16C3gek      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.22,99.0,0.92840797,0.74229,0.00829,-0.384392,0.33874,-0.178669,0.0205645,0.82865
1676034,DES16X2fzb      ,0,0.5113,0.001,0.5125,0.001,9.57,0.02,21.96,99.0,0.9998679,0.54085,0.01685,0.23185,0.96615,0.14553,0.0570534,0.41417
1695029,DES16X2gey      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.52,99.0,0.99131423,0.56284,0.01568,-1.27919,0.76132,-0.00887043,0.0485673,0.79432
1697026,DES16X3gff      ,0,0.2605,0.001,0.2615,0.001,9.03,0.02,21.6,99.0,0.5731718,0.31354,0.01181,-0.631016,0.61613,0.11478,0.0397305,0.976
1699058,DES16C1gpg      ,0,0.6226,0.001,0.6232,0.001,11.28,0.07,21.72,99.0,0.7862858,0.67547,0.02282,0.0892529,0.99639,-0.0243898,0.0540361,0.3665
1699061,DES16C1gpe      ,0,0.5357,0.001,0.5363,0.001,9.83,0.01,22.16,99.0,0.9996749,0.51177,0.00431,-2.40484,0.0963233,-0.00187841,0.0160841,0.33702
1699105,DES16C2grd      ,0,0.4659,0.001,0.4664,0.001,10.8,0.02,21.3,99.0,0.9977075,0.46227,0.02097,1.33217,0.5973,0.0502459,0.0440394,0.72348
1699130,DES16C3gis      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.45,99.0,0.76142853,0.58085,0.02787,0.45826,0.5814,0.24562,0.049766,0.78148
1701055,DES16C3ghz      ,0,0.264,0.001,0.2645,0.001,10.43,0.01,20.37,99.0,0.9999989,0.31184,0.0101,-1.27963,0.51077,-0.02404,0.0370316,0.94911
1701085,DES16C2grh      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.57,99.0,0.7956206,0.40715,0.01716,0.55957,0.2604,-0.164958,0.0316438,0.38669
1701088,DES16C2gij      ,0,0.724,0.001,0.7246,0.001,10.23,0.02,23.18,99.0,0.99206233,0.72798,0.01092,0.47239,0.73568,-0.0898969,0.0449694,0.34118
1702046,DES16C1ghh      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.7,99.0,0.99821943,0.65822,0.00967,-1.65998,0.54697,-0.0509674,0.036395,0.37217
1702056,DES16C1gph      ,0,0.4974,0.001,0.498,0.001,9.8,0.02,21.66,99.0,0.7824264,1.10907,0.01501,1.77348,0.37486,-0.19,0.13057,0.39234
1702083,DES16C2gie      ,0,0.3888,0.001,0.3893,0.001,9.46,0.02,21.74,99.0,0.9999869,0.40908,0.02096,0.20294,0.32534,-0.118993,0.0446513,0.27756
1702096,DES16C2grl      ,0,0.3881,0.001,0.3886,0.001,10.19,0.01,22.09,99.0,0.99982697,0.57595,0.01889,-0.602066,0.61631,-0.040421,0.0441149,0.82532
1703076,DES16C1gpi      ,0,0.661,0.001,0.6617,0.001,10.85,0.02,22.45,99.0,0.9937831,0.93831,0.00582,2.41465,0.78705,-0.0947976,0.0390602,0.42047
1273112,DES15E1p        ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,25.04,99.0,0.9999995,0.40796,0.00426,0.72443,0.37957,-0.125465,0.0261958,0.2619
1273127,DES15E1u        ,1,0.1894,0.001,0.1902,0.001,10.44,0.01,19.99,99.0,0.9999999,0.25263,0.00687,-1.52627,0.31462,-0.0993527,0.0271212,0.9882
1275809,DES15E1aj       ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.9985765,0.71057,0.01146,0.36872,0.76376,-0.184399,0.0387338,0.31255
1275946,DES15E2bo       ,1,0.2321,0.005,-9.99,-9999.0,-999.0,-999.0,24.86,99.0,1.0,0.23348,0.00127,1.4996,0.13004,-0.0516579,0.0120971,0.37209
1276034,DES15E2am       ,0,0.4923,0.001,0.4934,0.001,10.71,0.01,20.64,99.0,0.99999905,0.51755,0.00658,2.25325,0.39696,0.0157074,0.0266708,0.9979
1276504,DES15S2aq       ,0,0.3817,0.001,0.3827,0.001,11.64,0.02,20.05,99.0,0.9978592,0.71418,0.00498,1.15372,0.37246,-0.206837,0.023051,0.55543
1276546,DES15S2au       ,0,0.3533,0.001,0.3543,0.001,8.76,0.06,23.74,99.0,0.9999691,0.53259,0.00056,0.49447,0.29957,-0.266596,0.0209006,0.39089
1277227,DES15X1bd       ,0,0.4648,0.001,0.466,0.001,11.14,0.01,21.52,99.0,0.99741083,0.39412,0.0055,-2.32026,0.81165,0.11872,0.0441874,0.98558
1277710,DES15C3bh       ,0,0.6818,0.001,0.6824,0.001,10.11,0.02,23.58,99.0,0.999574,0.66465,0.00796,0.41792,0.60307,-0.0501844,0.0360428,0.20278
1277715,DES15C3bg       ,0,0.346,0.001,0.3465,0.001,9.05,0.01,22.45,99.0,0.9999999,0.36196,0.00217,0.11644,0.21949,-0.0212853,0.016096,0.64363
1277898,DES15C3cn       ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.9,99.0,0.9999981,0.46146,0.00369,-0.0835527,0.27118,0.0374807,0.0185552,0.38703
1278539,DES15S1eo       ,0,0.4446,0.001,0.4457,0.001,10.53,0.01,21.22,99.0,0.9108927,0.86463,0.00124,1.48153,0.36696,-0.140003,0.0148426,0.75249
1278602,DES15S1ev       ,0,0.348,0.001,0.349,0.001,10.32,0.01,22.07,99.0,0.9999999,0.36404,0.00448,0.34697,0.34145,0.15542,0.0274143,0.18614
1278823,DES15X2fi       ,0,0.5051,0.001,0.5063,0.001,10.66,0.04,21.78,99.0,0.9989606,0.67814,0.01482,1.19233,0.85053,-0.0906968,0.0454866,0.83469
1279384,DES15X3gd       ,0,0.6831,0.001,0.6845,0.001,9.62,0.02,23.57,99.0,0.9986551,0.68259,0.01432,-0.812686,0.50519,-0.0878125,0.0304113,0.62367
1279420,DES15C1gw       ,0,0.2569,0.001,0.2574,0.001,11.07,0.01,19.82,99.0,1.0,0.22444,0.00472,-0.827116,0.4384,0.10767,0.0286348,0.99994
1279465,DES15X3gt       ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.72,99.0,0.99999964,0.69329,0.00349,1.28136,0.29128,-0.110407,0.0208475,0.34614
1279488,DES15X3hi       ,0,0.4941,0.001,0.4953,0.001,9.22,0.03,23.44,99.0,0.9999974,0.68467,0.00501,1.41661,0.34042,-0.0770309,0.0227271,0.21426
1279500,DES15X3hp       ,1,0.2347,0.001,0.2357,0.001,9.67,0.01,21.58,99.0,1.0,0.25253,0.00296,0.88723,0.1642,-0.0243915,0.0142945,0.53354
1279501,DES15X3hh       ,0,0.5653,0.001,0.5666,0.001,10.23,0.05,22.72,99.0,0.9999968,0.61694,0.01442,0.30646,0.39077,-0.0459028,0.0308284,0.99889
1279584,DES15X3hr       ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,26.97,99.0,0.99328834,1.04775,0.01525,-0.336553,0.54145,-0.181297,0.0281478,0.16316
1279616,DES15X3ie       ,0,0.8636,0.001,0.865,0.001,10.34,0.04,24.14,99.0,0.9918464,1.01238,0.01373,-1.74174,0.32893,-0.180027,0.00832326,0.88359
1279630,DES15X3ho       ,0,0.8027,0.001,0.8041,0.001,8.56,0.05,24.32,99.0,0.99143434,0.81511,0.01615,-1.6457,0.70033,-0.0592263,0.0364658,0.91697
1279672,DES15X3ia       ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,26.12,99.0,0.9857292,0.96239,0.00818,1.47613,0.62833,-0.0700905,0.034,0.94527
1279714,DES15X3ic       ,0,0.6994,0.001,0.7007,0.001,10.9,0.04,22.9,99.0,0.87587124,1.10422,0.00377,-0.489356,0.58318,-0.207701,0.0282788,0.48801
1280128,DES15C1im       ,0,0.4841,0.001,0.4846,0.001,10.21,0.02,22.2,99.0,0.9978091,0.51682,0.0099,1.66797,0.39085,-0.0943943,0.0280452,0.76171
1280137,DES15C1iz       ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,22.21,99.0,0.9886851,0.3604,0.01318,0.77345,0.45905,0.18341,0.0371605,0.0193983
1280217,DES15S2it       ,1,0.359,0.005,-9.99,-9999.0,-999.0,-999.0,24.58,99.0,0.99549806,0.37759,0.00087,2.63772,0.28972,0.0696345,0.0197594,0.15957
1280358,DES15X3jp       ,0,0.6007,0.001,0.602,0.001,8.75,0.02,23.45,99.0,0.8335389,1.02786,0.01168,-1.39909,0.00193055,-0.143379,0.00201659,0.34635
1280372,DES15X3ja       ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,26.09,99.0,0.8726982,1.12057,0.01763,1.81875,0.99262,-0.0578083,0.0539482,0.95832
1280714,DES15C3ka       ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,25.14,99.0,0.9999107,0.79578,0.01844,1.75712,0.60251,0.0342806,0.0443279,0.60085
1280725,DES15C3ke       ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.6,99.0,0.9778748,0.83407,0.01062,1.18454,0.79403,0.0136064,0.0429962,0.83522
1280760,DES15C3kf       ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,25.63,99.0,0.96290493,0.78432,0.00273,-1.91207,0.51847,0.00678727,0.0794821,0.50499
1280762,DES15C3ki       ,0,0.6262,0.001,0.6268,0.001,9.25,0.02,23.43,99.0,0.9999864,0.68517,0.00968,-0.171546,0.60009,0.0671064,0.0415417,0.80054
1280780,DES15C3jt       ,0,0.684,0.001,0.6846,0.001,10.31,0.06,23.78,99.0,0.9993629,0.65922,0.0064,-1.07267,0.54657,-0.0117021,0.0331337,0.34978
1280790,DES15C3kh       ,0,0.6321,0.001,0.6328,0.001,10.35,0.02,23.16,99.0,0.99964905,0.66696,0.00859,-0.612832,0.25543,-0.00998882,0.00666804,0.76954
1280807,DES15C3km       ,0,0.739,0.001,0.7397,0.001,9.73,0.03,23.12,99.0,0.9999472,0.59837,0.02138,0.75416,0.46973,0.17614,0.0458965,0.95708
1280820,DES15C3kb       ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.59,99.0,0.98270756,0.72041,0.00762,0.88645,0.6432,0.0470182,0.0410042,0.6483
1281008,DES15C2ky       ,0,0.4139,0.001,0.4144,0.001,9.6,0.05,21.29,99.0,0.99660313,0.42863,0.00757,0.77668,0.57848,0.20065,0.036634,0.61985
1281091,DES15C2kx       ,0,1.284,0.001,1.2849,0.001,9.51,0.03,24.03,99.0,0.9890483,0.54671,0.01105,2.28587,0.57829,0.0733001,0.0340317,0.93024
1281135,DES15C2lq       ,0,0.652,0.001,0.6525,0.001,9.47,0.02,22.81,99.0,0.99924564,0.44228,0.00893,-1.20089,0.20561,-0.090012,0.0110594,0.0112848
1281350,DES15E1lw       ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.48,99.0,0.9997372,0.6929,0.01636,-0.233196,0.57469,-0.164371,0.0360201,0.60482
1281378,DES15E1mn       ,0,0.5909,0.001,0.592,0.001,9.47,0.06,23.84,99.0,0.97577876,0.61451,0.0111,-1.7668,0.82957,-0.0153481,0.0491827,0.9116
1281397,DES15E1mf       ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,23.96,99.0,0.9614632,0.86694,0.00476,2.82027,0.81488,-0.136418,0.0418954,0.62245
1281585,DES15E2asc      ,0,0.5527,0.001,0.5538,0.001,10.41,0.03,22.29,99.0,0.9964101,0.69741,0.00923,-0.765472,0.63693,-0.125676,0.0388684,0.86
1281668,DES15E2nk       ,1,0.307,0.001,0.3079,0.001,9.92,0.01,21.64,99.0,1.0,0.3887,0.00341,0.51589,0.19716,-0.206905,0.0156174,0.0134065
1281671,DES15E2oc       ,0,0.8144,0.001,0.8157,0.001,11.07,0.02,23.1,99.0,0.92339176,0.75545,0.0019,2.10906,0.96951,0.0500601,0.0533886,0.26536
1281691,DES15E2nv       ,0,0.5782,0.001,0.5793,0.001,9.93,0.05,23.59,99.0,0.9999782,0.48727,0.01706,0.86763,0.58744,0.24809,0.0444286,0.82746
1281719,DES15E2np       ,0,0.7908,0.001,0.7921,0.001,10.59,0.02,22.61,99.0,0.9720918,0.59824,0.01163,-1.45002,0.42028,0.0500033,0.00730177,0.3006
