# Moller et al. 2024 
# SNe Ia selected with SuperNNova without host-galaxy redshifts 
# This is NOT the cosmology sample nor the SALT values used for cosmology 
# Contains HQ cuts using SNphoto z fit with SALT2 
# zHD, c, x1 are derived simultanoeusly  
SNID,IAUC,SNTYPE,REDSHIFT_FINAL,REDSHIFT_FINAL_ERR,HOSTGAL_SPECZ,HOSTGAL_SPECZ_ERR,HOSTGAL_LOGMASS,HOSTGAL_LOGMASS_ERR,HOSTGAL_MAG_r,HOSTGAL_MAGERR_r,all_class0_S_0,zHD,zHDERR,x1,x1ERR,c,cERR,FITPROB
1308326,DES14S1kdq      ,1,0.3262,0.001,0.3272,0.001,9.54,0.02,22.14,99.0,1.0,0.3153,0.00275,0.24615,0.15509,-0.0866155,0.0135834,0.55827
1308357,DES14S2kbj      ,0,0.3416,0.001,0.3426,0.001,10.27,0.02,20.7,99.0,1.0,0.2996,0.00354,0.47402,0.26471,0.20765,0.020682,0.80986
1308373,DES14S2mlg      ,0,0.26,0.001,0.2609,0.001,10.32,0.04,20.21,99.0,0.9999958,0.56264,0.01017,0.60467,0.29723,-0.137187,0.0228946,0.58816
1309196,DES14C1mom      ,0,0.5922,0.001,0.5928,0.001,10.11,0.09,23.95,99.0,0.99938476,0.68726,0.00991,-2.71821,0.51453,-0.136695,0.0340675,0.80869
1309227,DES14C3lae      ,0,0.9258,0.001,0.9265,0.001,9.98,0.05,23.66,99.0,0.99887663,0.76473,0.01145,-1.31035,0.43886,0.11921,0.0297239,0.0464283
1309270,DES14C2mmk      ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.9999999,0.52672,0.00419,0.0798666,0.3154,-0.050162,0.0210766,0.59978
1309288,DES14C2mng      ,1,0.2679,0.001,0.2684,0.001,10.88,0.02,19.52,99.0,1.0,0.27596,0.00389,-0.171588,0.19606,-0.164196,0.0176581,0.99895
1309293,DES14C2mnd      ,0,0.3347,0.001,0.3352,0.001,9.2,0.02,23.13,99.0,1.0,0.35417,0.00275,0.15875,0.19312,0.0311657,0.0160348,0.74913
1309323,DES14C2mmw      ,0,0.4831,0.001,0.4836,0.001,9.2,0.03,23.18,99.0,0.9954627,0.66854,0.00868,1.25468,0.43868,-0.0913969,0.0299225,0.42001
1309328,DES14C2mnx      ,0,0.5208,0.001,0.5213,0.001,10.95,0.01,22.63,99.0,0.99813986,0.84214,0.00243,0.39608,0.70862,-0.0997842,0.0375049,0.89289
1309337,DES14C2zvb      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,21.38,99.0,0.9999995,0.48657,0.00646,-1.74844,0.54218,-0.00941119,0.0316313,0.99603
1309509,DES14C3kaw      ,0,0.963,0.001,0.9637,0.001,10.35,0.07,24.09,99.0,0.98444897,1.1512,0.00508,-1.62075,0.0356314,-0.177774,0.016585,0.59514
1309551,DES14E1mla      ,0,0.6513,0.001,0.6526,0.001,9.04,0.14,24.97,99.0,0.9984748,0.65823,0.02412,-1.20134,0.68514,0.0170332,0.0486961,0.99761
1309694,DES14E2knr      ,0,0.4535,0.001,0.4546,0.001,10.26,0.01,20.91,99.0,0.9817141,0.69715,0.00301,-0.526334,0.49541,-0.185804,0.0294895,0.99983
1309696,DES14E2mjj      ,0,0.8095,0.001,0.8109,0.001,10.79,0.09,23.44,99.0,0.9995023,0.76014,0.00815,0.40021,0.74314,0.00629385,0.0453019,0.19345
1309723,DES14E2lbh      ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.9559576,0.89504,0.01123,1.63499,0.50873,-0.137776,0.0279164,0.66958
1309749,DES14C3mpr      ,1,0.7893,0.01,-9.99,-9999.0,-999.0,-999.0,24.8,99.0,0.74496233,0.80785,0.00765,1.23039,0.29116,-0.109632,0.0194569,0.73093
1309874,DES14E2mht      ,0,0.27,0.001,0.2709,0.001,11.1,0.09,19.75,99.0,1.0,0.26487,0.00403,-1.11084,0.21637,-0.0821257,0.0181186,0.8826
1309881,DES14E2mgv      ,0,0.5901,0.001,0.5913,0.001,8.6,0.09,24.35,99.0,0.7889186,0.60537,0.0074,1.93167,0.66671,0.25631,0.0431027,0.65896
1309913,DES14C3mqh      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.94,99.0,0.9973807,1.0241,0.01044,0.18117,0.7412,-0.0213532,0.0395093,0.57616
1309939,DES14C3mgf      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.14,99.0,0.99900705,0.87022,0.00824,-0.281394,0.83455,-0.00262093,0.0476524,0.67114
1309990,DES14C3mpu      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,26.06,99.0,0.9999473,0.69903,0.00596,-0.00351301,0.29269,-0.055127,0.0200701,0.38061
1310053,DES14S1mkz      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,25.07,99.0,0.99839044,0.62562,0.02013,-0.443333,0.76096,0.0485666,0.0547792,0.67317
1310073,DES14S1mkn      ,0,0.627,0.001,0.6282,0.001,8.39,0.21,25.19,99.0,0.9994609,0.75669,0.01148,1.40609,0.27521,-0.13,0.0022135,0.8716
1310129,DES14S1mlv      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,23.27,99.0,0.96534127,0.92098,0.00826,2.4941,0.85326,-0.107827,0.0424606,0.18631
1310182,DES14S2mlw      ,0,0.4961,0.001,0.4972,0.001,9.84,0.02,22.67,99.0,0.9999999,0.46981,0.00578,0.16841,0.29344,-0.0203988,0.0217919,0.16296
1310222,DES14S2mnc      ,0,0.3333,0.001,0.3343,0.001,10.28,0.03,23.61,99.0,0.72741514,0.73112,0.01637,0.82289,0.44783,0.0499961,0.0117038,0.83737
1310236,DES14S2lim      ,0,0.6909,0.001,0.6921,0.001,10.53,0.06,23.26,99.0,0.89477104,0.71385,0.01348,0.55728,0.74372,-0.00200946,0.0471508,0.94533
1310294,DES14X1mir      ,0,0.4397,0.001,0.4409,0.001,9.4,0.09,23.83,99.0,0.44001433,0.40846,0.00516,-0.30406,0.33457,-0.0237151,0.0236162,0.1297
1310303,DES14X1mhp      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,22.8,99.0,0.99996424,0.71221,0.00596,1.61165,0.65344,-0.022325,0.0384829,0.97615
1310304,DES14X1mix      ,0,0.6688,0.001,0.6702,0.001,11.09,0.04,22.73,99.0,0.99990046,0.64421,0.01662,0.87877,0.61181,0.00934237,0.0416705,0.93752
1310338,DES14X2mqz      ,1,0.4388,0.01,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.99903935,0.4192,0.00765,0.94595,0.2541,-0.00170802,0.0233256,0.12797
1310367,DES14X2mgh      ,0,0.2333,0.001,0.2343,0.001,10.5,0.01,20.22,99.0,1.0,0.2523,0.01598,-1.76564,0.29917,-0.0631023,0.0464411,0.99984
1310395,DES14X2mgg      ,1,0.289,0.01,-9.998,-9.998,-999.0,-999.0,26.02,99.0,1.0,0.31127,0.01952,-0.609359,0.28058,-0.0162426,0.0441373,0.21444
1310396,DES14X2mgq      ,0,0.3225,0.001,0.3236,0.001,9.27,0.03,22.41,99.0,1.0,0.31836,0.00126,-0.118258,0.15531,-0.0797982,0.0130436,0.0981647
1310432,DES14X2mrr      ,0,0.2947,0.001,0.2957,0.001,10.27,0.01,21.59,99.0,1.0,0.26554,0.00507,0.18772,0.1966,0.16754,0.0207614,0.86672
1310435,DES14X2mhf      ,0,0.8103,0.001,0.8118,0.001,10.89,0.08,23.27,99.0,0.9867628,0.7759,0.01597,-0.809955,0.96971,-0.108833,0.0558823,0.73351
1310452,DES14X2mgn      ,0,0.8683,0.001,0.8698,0.001,10.81,0.07,23.98,99.0,0.9989121,0.75743,0.04208,0.96391,0.89483,-0.0250251,0.0746801,0.46812
1310462,DES14X2mgk      ,0,0.7441,0.001,0.7455,0.001,9.62,0.04,23.4,99.0,0.99975365,0.93545,0.01467,-0.429064,0.0722879,-0.199761,0.0188327,0.88704
1310475,DES14X2mhg      ,0,0.6638,0.001,0.6651,0.001,9.06,0.04,23.83,99.0,0.58933735,0.59554,0.00631,-0.0441414,0.49191,-0.019632,0.0312752,0.87459
1310485,DES14X2mgi      ,0,0.4331,0.001,0.4343,0.001,9.24,0.04,23.35,99.0,0.9999988,0.38968,0.00414,0.98725,0.28333,0.13805,0.0225234,0.0171144
1310546,DES14X3lda      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.98,99.0,0.9376792,0.60778,0.00383,-0.567086,0.3099,0.0060736,0.0210688,0.0425942
1310916,DES14C2ocp      ,0,0.6792,0.001,0.6798,0.001,10.81,0.02,22.69,99.0,0.91836154,0.65349,0.01359,1.4079,0.59491,-0.0414416,0.0381462,0.13537
1310981,DES14C3krt      ,0,1.2972,0.001,1.2981,0.001,11.46,0.03,23.15,99.0,0.9954946,0.99621,0.00458,1.86967,0.33346,0.0200006,0.0034223,0.60445
1311001,DES14C3oce      ,0,0.6309,0.001,0.6316,0.001,11.07,0.02,21.55,99.0,0.8861816,0.50365,0.0049,0.85299,0.35594,0.23726,0.0256519,0.98462
1311041,DES14C3mpp      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,25.94,99.0,0.03413512,0.84986,0.01134,0.71503,0.42277,0.0137535,0.0303772,0.32597
1311110,DES14C3ocd      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.46,99.0,0.97543067,0.71515,0.01853,-1.02104,0.69801,0.22434,0.044778,0.75411
1311113,DES14C3ocm      ,0,0.6153,0.001,0.616,0.001,8.95,0.03,23.9,99.0,1.0,0.61621,0.00472,0.33463,0.12052,-0.0700037,0.00376113,0.57235
1311151,DES14C3ocl      ,0,0.6781,0.001,0.6787,0.001,10.61,0.02,22.98,99.0,0.99996567,0.62147,0.05,-2.55332,0.00945846,0.0495548,0.0120978,0.3167
1311214,DES14E1nzb      ,0,0.7951,0.001,0.7965,0.001,9.87,0.05,23.4,99.0,0.77276057,0.97368,0.01584,1.74019,0.66941,-0.0902446,0.0372264,0.98414
1311247,DES14E2nrg      ,0,0.4427,0.001,0.4437,0.001,10.73,0.03,19.68,99.0,0.9964141,0.54846,0.00959,0.8855,0.44576,-0.25226,0.0299318,0.86972
1311445,DES14E2odg      ,0,0.7746,0.001,0.7758,0.001,10.78,0.05,22.88,99.0,0.998939,0.81615,0.01753,0.70533,0.74449,-0.0339393,0.0465541,0.43813
1311496,DES14S2obv      ,0,0.6907,0.001,0.6919,0.001,10.13,0.05,22.76,99.0,0.99971575,0.64478,0.01431,-0.673333,0.64595,0.00313652,0.0447928,0.72131
1311524,DES14X1msj      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,26.18,99.0,0.99993145,0.64439,0.01684,-1.36905,0.65764,-0.00867428,0.0443316,0.81582
1311590,DES14X1nzh      ,0,0.5616,0.001,0.5629,0.001,9.84,0.04,22.94,99.0,0.9956189,0.64653,0.01204,1.31587,0.44616,-0.138316,0.0315981,0.56535
1311596,DES14X1qjc      ,0,0.7915,0.001,0.793,0.001,11.67,0.02,22.06,99.0,0.99516255,0.80097,0.011,0.0132425,0.34966,-0.109999,0.00230508,0.85731
1311631,DES14X1oad      ,0,0.6404,0.001,0.6418,0.001,11.24,0.08,22.49,99.0,0.9974406,0.52419,0.02769,0.65953,0.55522,0.18192,0.0589142,0.99968
1311632,DES14X1nzg      ,0,0.4242,0.001,0.4254,0.001,10.57,0.02,22.35,99.0,0.38119927,0.40775,0.00607,-0.367743,0.31721,0.0487803,0.0265646,0.84594
1311755,DES14X3mjq      ,0,0.471,0.001,0.4722,0.001,9.46,0.02,22.35,99.0,0.9928566,0.47733,0.00485,0.62143,0.20367,-0.0133225,0.016842,0.56839
1311903,DES14X3oby      ,0,0.7191,0.001,0.7205,0.001,9.65,0.03,23.73,99.0,0.9968274,0.61237,0.02153,0.43038,0.4472,0.21001,0.0120291,0.61665
1311910,DES14X3mjp      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.71,99.0,0.9999989,0.61837,0.00512,-0.190629,0.16967,0.0299864,0.00846506,0.38146
1311921,DES14X3mos      ,0,1.0444,0.001,1.046,0.001,11.66,0.04,23.67,99.0,0.7463022,0.90829,0.02013,-1.78549,0.69468,-0.0507118,0.0389681,0.96466
1311936,DES14X3mit      ,0,0.7289,0.001,0.7303,0.001,10.4,0.03,24.12,99.0,0.34831178,0.89386,0.00868,1.1101,0.46625,-0.0594942,0.0277239,0.60184
1311999,DES14X3mov      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,25.59,99.0,0.9972344,0.88067,0.00067,-0.909856,0.80028,0.0445384,0.0437102,0.37892
1312213,DES14S1mjs      ,0,0.407,0.001,0.408,0.001,10.11,0.02,21.74,99.0,0.9915843,0.63176,0.00942,-1.25951,0.44837,-0.172478,0.0279115,0.86139
1312274,DES14S1lfk      ,1,0.4245,0.001,0.4255,0.001,10.45,0.02,22.51,99.0,0.99789184,0.58162,0.00652,-0.730211,0.31378,-0.245873,0.0208696,0.69302
1312319,DES14C1pjv      ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.99998796,0.5978,0.01064,0.18386,0.46353,0.0571937,0.0335371,0.9763
1312384,DES14X3nca      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.97,99.0,0.58620554,0.88134,0.01315,-1.06949,0.71695,0.0183495,0.0432177,0.43834
1312389,DES14X3mhb      ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.9158863,0.79055,0.01388,0.47795,0.37414,-0.0375241,0.0276726,0.30268
1312818,DES14C1mok      ,0,0.7225,0.001,0.7231,0.001,11.25,0.05,22.55,99.0,0.99964297,0.7067,0.01056,0.17628,0.65764,-0.0509734,0.0396107,0.67579
1312821,DES14C1pju      ,0,0.6612,0.001,0.6618,0.001,9.5,0.09,23.94,99.0,0.99987876,0.73592,0.01302,1.49227,0.62628,0.0139419,0.0399903,0.59275
1313026,DES14C2pln      ,0,0.5365,0.001,0.5371,0.001,10.31,0.01,21.68,99.0,0.99999666,0.53279,0.0067,-0.944842,0.43422,-0.0131584,0.0316665,0.99993
1313057,DES14C3pjf      ,0,0.3375,0.001,0.3381,0.001,10.34,0.01,22.07,99.0,1.0,0.6332,0.00451,1.02493,0.2692,-0.175264,0.0201855,0.0788118
1313155,DES14C3oos      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.94,99.0,0.98324376,0.78039,0.0102,0.0758637,0.82803,0.21312,0.0515081,0.9712
1313230,DES14E1pkd      ,0,0.2179,0.001,0.2188,0.001,10.19,0.01,20.43,99.0,1.0,0.20133,0.0018,0.50641,0.12069,0.0444463,0.0130067,0.0294594
1313459,DES14S1pky      ,0,0.6513,0.001,0.6525,0.001,9.47,0.05,23.7,99.0,0.6536668,0.89682,0.00364,1.87471,0.66263,-0.138408,0.0354417,0.29807
1313572,DES14S2qrq      ,0,0.7013,0.001,0.7026,0.001,10.02,0.06,23.0,99.0,0.9968599,0.71675,0.01061,0.32884,0.60353,-0.075797,0.0372228,0.0929473
1313594,DES14X1oes      ,1,0.2883,0.001,0.2894,0.001,10.08,0.02,22.67,99.0,1.0,0.28627,0.00179,0.43255,0.12174,-0.0774077,0.0113762,0.95485
1313630,DES14S2qsd      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.69,99.0,0.37872586,0.72307,0.02064,1.05144,0.87158,0.0445805,0.0532925,0.21507
1313671,DES14X1qhf      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.02,99.0,0.99985445,0.6874,0.03831,1.75131,0.70224,-0.0134234,0.0500086,0.81203
1313698,DES14X1pki      ,0,0.4362,0.001,0.4374,0.001,10.26,0.01,21.86,99.0,0.9999962,0.45361,0.01028,0.86673,0.29032,-0.0749955,0.0241508,0.86838
1314047,DES14X3pkn      ,0,0.457,0.001,0.4581,0.001,9.68,0.01,23.35,99.0,0.9999888,0.48,0.00738,-1.62085,0.21852,-0.0425776,0.0193168,0.51052
1314067,DES14X3oir      ,0,0.4337,0.001,0.4348,0.001,9.33,0.02,22.53,99.0,0.99999785,0.39136,0.0132,-0.349723,0.16591,-0.0642344,0.0267774,0.48924
1314071,DES14X3phi      ,0,0.7122,0.001,0.7135,0.001,10.56,0.03,21.58,99.0,0.9982077,0.3913,0.00177,-1.32074,0.22148,-0.137485,0.0161643,0.16565
1314162,DES14X3org      ,0,0.5814,0.001,0.5827,0.001,10.95,0.04,21.04,99.0,0.9995932,0.60272,0.00819,1.63071,0.55619,0.0326846,0.0348666,0.99033
1314270,DES14X3pcw      ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.99780303,0.56626,0.00533,-1.05814,0.26673,-0.0528274,0.0197671,0.32178
1314289,DES14C1pnk      ,0,0.6326,0.001,0.6333,0.001,11.42,0.03,22.31,99.0,0.2568713,0.65058,0.01229,0.44725,0.85943,0.16925,0.0526933,0.6418
1314709,DES14C1pmz      ,0,0.6599,0.001,0.6605,0.001,9.76,0.05,23.33,99.0,0.99991727,0.53839,0.0062,-0.665589,0.53456,0.17969,0.0371715,0.66118
1315082,DES14C3pjn      ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.9992316,0.81363,0.01759,0.63222,0.31634,0.01318,0.0270161,0.78521
1315191,DES14S1ppp      ,0,0.5836,0.001,0.5847,0.001,10.47,0.04,22.79,99.0,0.99949515,0.60338,0.00857,1.21733,0.47643,-0.0577668,0.0320736,0.70357
1315192,DES14S1qid      ,1,0.2254,0.001,0.2263,0.001,10.4,0.01,20.77,99.0,0.9999999,0.2138,0.00735,1.08632,0.16044,0.0758248,0.0287562,0.70905
1315197,DES14S1ppd      ,0,0.2082,0.001,0.2091,0.001,10.11,0.05,20.4,99.0,1.0,0.20914,0.00102,-1.08067,0.17143,-0.0351125,0.0132686,0.99955
1315259,DES14S2pkz      ,1,0.228,0.0,0.229,0.0,11.33,0.01,18.51,99.0,1.0,0.21766,0.00214,-0.481246,0.11939,0.0706041,0.0130532,0.6173
1315296,DES14S2pon      ,1,0.4126,0.001,0.4136,0.001,9.56,0.02,21.89,99.0,0.87672013,0.57276,0.00475,1.38335,0.44759,-0.0936462,0.026855,0.79015
1315795,DES14C1qio      ,0,0.3781,0.001,0.3786,0.001,11.72,0.01,20.1,99.0,0.001994595,0.35882,0.0021,0.00240928,0.27571,0.18582,0.0207685,0.60238
1315806,DES14C1pvd      ,0,0.6952,0.001,0.6959,0.001,11.16,0.01,23.02,99.0,0.9852636,0.51427,0.00595,-2.13362,0.56811,0.11102,0.0387742,0.068986
1315818,DES14C1rhz      ,0,0.5522,0.001,0.5527,0.001,10.31,0.03,22.39,99.0,0.99802136,0.56195,0.00757,0.33428,0.48494,0.0511685,0.0334169,0.73722
1315832,DES14C2pux      ,0,0.6291,0.001,0.6297,0.001,9.94,0.03,22.7,99.0,0.9638573,0.91914,0.00593,2.58054,0.24879,-0.140003,0.00160618,0.1863
1315947,DES14C3plr      ,0,0.7378,0.001,0.7385,0.001,10.33,0.03,23.47,99.0,0.27625325,0.74035,0.00753,-0.150047,0.17939,-0.0999968,0.00219883,0.59031
1315950,DES14C3zym      ,0,0.3493,0.001,0.3498,0.001,10.7,0.05,21.25,99.0,0.9998412,0.3343,0.0024,-1.75525,0.19246,-0.00859342,0.0162777,0.98499
1315976,DES14C3oko      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.97,99.0,0.94488204,1.00687,0.00839,1.21868,0.51794,-0.0347124,0.0306393,0.98025
1316385,DES14C1qty      ,1,0.1474,0.001,0.1478,0.001,10.12,0.01,19.86,99.0,1.0,0.13699,0.00063,1.07923,0.0784185,0.0225498,0.00837678,0.73968
1316431,DES14S1rah      ,1,0.1981,0.005,-9.998,-9.998,-999.0,-999.0,25.99,99.0,0.9999999,0.21217,0.00101,1.49145,0.12528,-0.0785,0.0110482,0.1985
1316465,DES14C3rap      ,1,0.3291,0.001,0.3296,0.001,9.07,0.02,22.97,99.0,1.0,0.32046,0.00201,0.54148,0.10815,0.0129574,0.0109902,0.0703582
1316626,DES14C3ras      ,0,0.6162,0.001,0.6168,0.001,9.89,0.03,23.78,99.0,0.999741,0.89295,0.00552,1.15866,0.30694,-0.184391,0.0195126,0.0870516
1316701,DES14S1ran      ,0,0.3612,0.001,0.3621,0.001,9.51,0.02,22.52,99.0,0.99987555,0.33521,0.00674,-2.11909,0.39648,0.11595,0.0291836,0.61765
1316831,DES14X1zyk      ,0,0.4385,0.001,0.4397,0.001,10.97,0.02,21.17,99.0,0.99879336,0.43386,0.00854,0.46466,0.40759,0.0101433,0.0302919,0.78302
1316940,DES14X1sjl      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.49,99.0,0.9826972,0.91377,0.0139,0.57602,0.39712,-0.0900021,0.00454852,0.87301
1317277,DES14X2raq      ,1,0.2371,0.001,0.2381,0.001,10.03,0.06,20.92,99.0,1.0,0.24704,0.01388,-1.09082,0.22407,0.023401,0.0455676,0.42696
1317282,DES14X1qzk      ,0,0.7087,0.001,0.7102,0.001,11.27,0.05,22.41,99.0,0.86508757,0.75134,0.01499,1.68759,0.77158,-0.0551521,0.0468321,0.65376
1317286,DES14X2rao      ,1,0.279,0.01,-9.998,-9.998,-999.0,-999.0,25.23,99.0,1.0,0.28187,0.00275,0.81625,0.13492,-0.0958033,0.0128034,0.37613
1317372,DES14X3qzv      ,0,0.7439,0.001,0.7454,0.001,11.06,0.01,22.61,99.0,0.3622145,0.60384,0.01367,-0.730256,0.57612,0.0273108,0.0383693,0.82159
1317454,DES14E1rpk      ,1,0.5688,0.01,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.995141,0.64742,0.00387,0.61037,0.51289,-0.0955171,0.0310963,0.61785
1317496,DES14E1rpj      ,0,0.6444,0.001,0.6456,0.001,8.77,0.11,24.94,99.0,0.9739842,0.90633,0.00656,0.78003,0.50569,-0.209161,0.0262515,0.54968
1317526,DES14X3qzt      ,0,0.4316,0.001,0.4328,0.001,9.13,0.02,23.07,99.0,0.99997807,0.45815,0.01089,-1.10456,0.27517,-0.0262689,0.0230665,0.9467
1317565,DES14X3qyt      ,0,0.5349,0.001,0.5361,0.001,10.75,0.01,21.24,99.0,0.92550355,0.4833,0.00564,-2.15594,0.73362,0.20613,0.043283,0.89227
1317612,DES14E1rph      ,1,0.1044,0.001,0.1053,0.001,10.69,0.01,18.68,99.0,0.99999964,0.10489,0.00211,-1.50274,0.11347,-0.0758639,0.0153001,0.33021
1317631,DES14X3qhy      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.57,99.0,0.9842471,0.61772,0.0512,-0.148564,0.39103,0.14781,0.0649769,0.11497
1317724,DES14X3zyv      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,22.24,99.0,0.99963796,0.52972,0.0053,0.27597,0.24512,-0.0795912,0.0193766,0.80801
1317798,DES14X3qzx      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.6,99.0,0.98205286,0.63779,0.00828,0.99065,0.35276,-0.0219633,0.0272854,0.65891
1318126,DES14E2rpo      ,0,0.373,0.001,0.374,0.001,9.45,0.02,22.78,99.0,0.9999956,0.36515,0.00476,-0.306936,0.23697,-0.0723858,0.017773,0.71329
1318142,DES14E2rpm      ,1,0.3207,0.001,0.3217,0.001,9.94,0.01,21.17,99.0,0.999944,0.39576,0.00299,0.95579,0.1842,-0.233908,0.0152845,0.33508
1318158,DES14E2rsc      ,0,0.786,0.001,0.7873,0.001,10.78,0.03,23.18,99.0,0.7355337,0.98952,0.0065,1.63241,0.67348,-0.116667,0.0337251,0.14887
1318235,DES14S2qrs      ,0,0.36,0.001,0.361,0.001,9.81,0.01,21.73,99.0,0.99975103,0.36877,0.00489,-0.105679,0.28691,0.0155153,0.0208264,0.59852
1318266,DES14E2rra      ,0,0.4063,0.001,0.4073,0.001,10.7,0.03,21.33,99.0,0.9874073,0.39565,0.00666,-1.95035,0.35736,-0.0315202,0.026449,0.98316
1318304,DES14S2rpz      ,0,0.3976,0.001,0.3987,0.001,9.59,0.02,23.01,99.0,0.9800332,0.35934,0.00865,1.36462,0.3153,0.11853,0.0283755,0.91372
1318333,DES14S2rpx      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.66,99.0,0.8951351,0.65412,0.00925,0.93363,0.46071,-0.13788,0.0293218,0.59097
1318338,DES14S2rqf      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.75,99.0,0.99578565,0.88521,0.00626,1.56847,0.22871,-0.209999,0.0284648,0.13028
1318460,DES14S2rta      ,0,0.366,0.001,0.367,0.001,8.71,0.03,23.61,99.0,0.9999857,0.36303,0.01027,0.57332,0.28764,-0.00195433,0.0282376,0.0687333
1318661,DES14C2rqp      ,0,0.3445,0.001,0.345,0.001,10.75,0.03,20.59,99.0,0.99970454,0.38535,0.00715,-1.68346,0.42406,0.00186778,0.0305828,0.99966
1318689,DES14C2rqq      ,0,0.4934,0.001,0.4939,0.001,8.71,0.06,24.06,99.0,0.99999535,0.4721,0.01177,0.26385,0.40624,0.0305828,0.0321911,0.1437
1318847,DES14S1rcn      ,0,0.6599,0.001,0.6611,0.001,9.12,0.05,24.06,99.0,0.94085854,0.38062,0.00249,-1.80832,0.63575,0.26548,0.0379669,0.77408
1318986,DES14X1rbk      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.29,99.0,0.74315405,0.64781,0.00596,1.92071,0.66338,0.0396243,0.0420318,0.95024
1319058,DES14X1tbo      ,0,0.6681,0.001,0.6695,0.001,11.33,0.02,22.23,99.0,0.99707305,0.66636,0.03381,-0.364719,0.66049,-0.113912,0.0556852,0.91757
1319270,DES14X2qlz      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,22.82,99.0,0.9923815,0.90414,0.02028,0.82985,0.70447,-0.13559,0.0364973,0.96932
1319614,DES14C1sko      ,0,0.3392,0.001,0.3397,0.001,10.27,0.01,22.36,99.0,0.24659894,0.33969,0.00263,-1.58832,0.37044,0.22569,0.0233299,0.86028
1319653,DES14C1skz      ,0,0.5953,0.001,0.5959,0.001,11.18,0.02,22.37,99.0,0.9150531,0.51982,0.124,-0.284742,0.8784,0.0270831,0.11336,0.96802
1319667,DES14C1rit      ,0,0.6776,0.001,0.6782,0.001,10.01,0.03,22.07,99.0,0.9829197,0.91263,0.00577,1.96639,0.24834,-0.15,0.00138911,0.14012
1319696,DES14C1rim      ,0,0.7565,0.001,0.7572,0.001,11.32,0.02,23.3,99.0,0.98711246,0.97656,0.02092,0.93864,0.57354,-0.128969,0.0328778,0.49676
1319698,DES14C1skn      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,22.26,99.0,0.9999974,0.54099,0.01056,1.42548,0.4274,0.081862,0.0306407,0.61195
1319704,DES14X3skg      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.47,99.0,0.98690563,0.87873,0.01107,0.41223,0.83938,0.0370129,0.051118,0.60185
1319711,DES14X3zzo      ,0,0.2417,0.001,0.2427,0.001,10.11,0.04,21.03,99.0,0.99999905,0.25128,0.00264,-0.41173,0.13499,-0.0849374,0.0143482,0.14585
1319776,DES14C1skt      ,0,0.6598,0.001,0.6604,0.001,10.36,0.02,22.79,99.0,0.94268066,0.66287,0.00927,-0.412723,0.68592,0.0434259,0.0406993,0.73267
1319821,DES14C2rsj      ,101,0.3088,0.001,0.3093,0.001,10.21,0.01,20.93,99.0,0.9999999,0.30571,0.00361,-0.0716545,0.21163,0.0209549,0.0204405,0.35442
