# Moller et al. 2024 
# SNe Ia selected with SuperNNova without host-galaxy redshifts 
# This is NOT the cosmology sample nor the SALT values used for cosmology In DES+2024 
# Contains HQ cuts using SNphoto z fit with SALT2 
# zHD, c, x1 are derived simultanoeusly  
# all_class0_s* probabilities for different models  
# ensemble=average_probability_set_0  
SNID,IAUC,SNTYPE,REDSHIFT_FINAL,REDSHIFT_FINAL_ERR,HOSTGAL_SPECZ,HOSTGAL_SPECZ_ERR,HOSTGAL_LOGMASS,HOSTGAL_LOGMASS_ERR,HOSTGAL_MAG_r,HOSTGAL_MAGERR_r,zHD,zHDERR,x1,x1ERR,c,cERR,FITPROB,all_class0_S_0,all_class0_S_55,all_class0_S_100,all_class0_S_1000,all_class0_S_30469,average_probability_set_0
1303952,DES15X2dzq      ,1,0.5626,1e-04,0.5638,1e-04,11.26,0.05,21.36,99.0,0.54347,0.01588,-0.26104,0.33203,-0.122334,0.0337446,0.75862,0.9996799,0.999374,0.9999801,0.9998925,0.9999559,0.9997765
1304014,DES15E2dzm      ,0,0.5599,0.001,0.561,0.001,10.61,0.05,22.44,99.0,0.6819,0.0161,0.34164,0.71099,-0.0612495,0.0448162,0.73531,0.9591364,0.961953,0.97503066,0.99116653,0.9597751,0.9694123
1304127,DES15X2dzo      ,1,0.7286,0.005,-9.998,-9.998,-999.0,-999.0,26.3,99.0,0.63035,0.02158,0.4834,0.52161,-0.0441751,0.0382365,0.30177,0.9977048,0.99849105,0.9996972,0.999632,0.99769586,0.9986442
1304172,DES15X2dzn      ,0,0.3151,0.001,0.3161,0.001,9.72,0.02,22.29,99.0,0.53977,0.00722,-0.157829,0.70443,0.18984,0.0437474,0.27324,0.81178886,0.7723301,0.91770166,0.8102675,0.9654021,0.855498
1304183,DES15E2eab      ,0,0.635,0.001,0.6362,0.001,9.03,0.02,23.26,99.0,0.45072,0.00743,-1.30645,0.29396,0.11999,0.00719134,0.49513,0.999998,0.99999726,0.99997425,0.9999895,0.9999974,0.99999124
1304193,DES15E2eaa      ,0,0.4535,0.001,0.4546,0.001,10.51,0.03,21.41,99.0,0.53909,0.00514,-2.52104,0.45104,-0.222238,0.0261862,0.0940055,0.9999615,0.9999672,0.9998666,0.99999475,0.99999464,0.99995697
1306029,DES15S2eak      ,1,0.4289,0.005,-9.998,-9.998,-999.0,-999.0,22.1,99.0,0.57416,0.00606,1.25105,0.36403,-0.154806,0.023653,0.0776482,0.99672997,0.9755534,0.9990615,0.9985946,0.9996037,0.9939086
1306360,DES15C1eat      ,101,0.4548,0.001,0.4553,0.001,10.81,0.03,21.23,99.0,0.4165,0.00783,-0.0163739,0.42155,0.0864327,0.0309834,0.89319,0.9998983,0.9999653,0.9937669,0.99991417,0.9996166,0.99863225
1306366,DES15S1flj      ,0,0.1506,0.001,0.1514,0.001,9.03,0.02,22.52,99.0,0.1806,0.00211,-0.614205,0.17721,0.23105,0.0154098,0.85457,1.0,1.0,1.0,1.0,1.0,1.0
1306378,DES15S1flk      ,0,0.361,0.001,0.362,0.001,10.42,0.01,20.97,99.0,0.39458,0.00514,1.41667,0.42621,0.10771,0.0296314,0.749,0.9999119,0.9999453,0.99999547,0.9999689,0.999948,0.9999539
1306390,DES15S1ebd      ,101,0.4091,0.001,0.4101,0.001,10.34,0.04,21.86,99.0,0.39413,0.01896,-0.303187,0.50264,0.15444,0.0484027,0.998,0.9997888,0.9998123,0.9972561,0.9993813,0.9996686,0.9991814
1306537,DES15C1ebo      ,1,0.4795,0.005,-9.99,-9999.0,-999.0,-999.0,23.94,99.0,0.50313,0.00908,1.19031,0.32547,-0.0829408,0.0267234,0.43066,0.9999995,0.99999845,0.9999999,0.99999833,0.99999964,0.99999917
1306626,DES15C1ebn      ,101,0.4209,0.001,0.4214,0.001,8.74,0.03,23.41,99.0,0.43123,0.00458,1.23829,0.27239,-0.0261616,0.0219663,0.0319465,0.99827075,0.99997485,0.17047922,0.99463487,0.9990803,0.83248794
1306681,DES15X1ebl      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,21.99,99.0,0.60313,0.01138,-1.14389,0.70196,-0.0854832,0.0421345,0.86196,0.99160814,0.9953366,0.99572337,0.9937391,0.9948602,0.99425346
1306736,DES15C1ebf      ,0,0.5514,0.001,0.552,0.001,10.86,0.01,21.75,99.0,0.57349,0.00602,-1.07586,0.52083,-0.0941673,0.0320232,0.99841,0.99993813,0.9999753,0.9999461,0.9998801,0.99999166,0.99994624
1306785,DES15X1ebs      ,101,0.5753,0.001,0.5767,0.001,11.07,0.06,22.26,99.0,0.50288,0.00866,0.25814,0.62663,0.10679,0.0392973,0.90201,0.9997855,0.9993166,0.9994276,0.99896145,0.99860626,0.99921954
1306845,DES15C3ebu      ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.9881,0.00206,-0.126845,0.47633,-0.065045,0.0272835,0.2568,0.82066756,0.71570075,0.9609458,0.8686611,0.826782,0.8385515
1306980,DES15E1ebw      ,1,0.5467,0.001,0.5479,0.001,10.28,0.02,22.34,99.0,0.65,0.01224,0.51053,0.49985,-0.111555,0.0320819,0.33515,0.99975306,0.9998884,0.9986786,0.9998549,0.9993457,0.9995042
1306991,DES15E1ece      ,101,0.4216,0.001,0.4227,0.001,10.9,0.02,20.63,99.0,0.41434,0.01802,0.70576,0.42339,-0.0101262,0.0467755,0.93094,0.9999864,0.9999602,0.99998593,0.9999819,0.9999982,0.99998254
1307277,DES15S2eco      ,1,0.4111,0.001,0.4122,0.001,10.32,0.01,21.64,99.0,0.35497,0.01099,-0.214457,0.46798,0.17105,0.0337441,0.97102,0.9998411,0.99999094,0.9999751,0.99990785,0.99991024,0.999925
1307783,DES15C3hat      ,0,0.7406,0.001,0.7413,0.001,10.84,0.02,22.84,99.0,0.93616,0.00544,1.11938,0.57613,-0.0512909,0.0333576,0.98818,0.97359574,0.96829635,0.99907434,0.97925454,0.99619067,0.9832824
1307817,DES15C3eda      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.99,99.0,1.03354,0.00743,-0.925653,0.56997,-0.102755,0.0330791,0.88044,0.993568,0.9984798,0.99976784,0.99874866,0.9956909,0.99725103
1307830,DES15C3edd      ,1,0.3493,0.001,0.3498,0.001,10.63,0.02,21.24,99.0,0.35167,0.00167,-1.57226,0.23103,0.00888186,0.0173525,0.95937,0.9999988,0.9999958,0.9999974,0.99998987,0.9999995,0.9999963
1307919,DES15C3edu      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.43,99.0,0.83681,0.00897,0.45797,0.72173,0.18418,0.0442553,0.63246,0.9977164,0.9995858,0.9991667,0.9987367,0.99707794,0.9984568
1308038,DES15C3edk      ,0,0.3785,0.001,0.3791,0.001,10.12,0.01,22.13,99.0,0.8127,0.00072,1.35804,0.41154,-0.142234,0.0251587,0.76667,0.99999845,0.99999213,0.9999832,0.9999994,1.0,0.99999464
1308046,DES15C3hax      ,0,0.6634,0.001,0.664,0.001,9.95,0.02,23.62,99.0,0.66633,0.01177,-0.153179,0.7117,0.28247,0.0450194,0.48528,0.8463664,0.6425288,0.64434093,0.48615476,0.62032205,0.6479426
1308453,DES15X3eem      ,0,0.7557,0.001,0.7571,0.001,10.17,0.03,22.75,99.0,0.72462,0.03591,-0.233392,0.69062,0.0504518,0.053634,0.92477,0.81051606,0.6884039,0.8751905,0.86774874,0.9888371,0.84613925
1308460,DES15X3eej      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,26.01,99.0,0.68644,0.00586,1.35112,0.31221,-0.0672585,0.0226343,0.98705,0.99999845,0.99997926,0.9999993,0.99998856,0.9999995,0.999993
1308529,DES15X3eew      ,0,0.7221,0.001,0.7235,0.001,9.71,0.02,23.22,99.0,0.69537,0.00883,-0.990987,0.61566,0.0563802,0.0395346,0.88405,0.70756745,0.94492155,0.9926635,0.9113521,0.99341947,0.9099849
1308582,DES15X3flq      ,101,0.3669,0.001,0.368,0.001,10.71,0.03,20.69,99.0,0.45867,0.00644,-0.262429,0.37709,-0.219511,0.0251838,0.0447889,0.9998789,0.018785683,0.97224766,0.99911684,0.9982167,0.79764915
1308772,DES15E2eff      ,0,0.8085,0.001,0.8098,0.001,10.79,0.08,23.36,99.0,0.8281,0.01711,0.51162,0.79612,-0.0288489,0.0516232,0.61562,0.26726264,0.63491786,0.67606187,0.85071766,0.48102316,0.58199656
1308916,DES15C1efv      ,0,0.4377,0.001,0.4382,0.001,9.78,0.02,21.64,99.0,0.44049,0.01028,-0.702434,0.35625,0.0129535,0.0332209,0.92281,0.9999962,0.9999989,0.99998116,0.99998784,0.9999995,0.9999927
1308952,DES15C1efs      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.3,99.0,0.6454,0.01435,-0.923947,0.32816,-0.070003,0.00527442,0.13551,0.99973637,0.99893373,0.999483,0.99974877,0.997827,0.9991458
1308957,DES15X2efk      ,1,0.6187,0.005,-9.99,-9999.0,-999.0,-999.0,23.93,99.0,0.51987,0.01428,-0.0185385,0.45549,0.0475416,0.0393075,0.49448,0.95630544,0.9429792,0.9927113,0.98703116,0.9871023,0.9732259
1309051,DES15X2efu      ,0,0.5963,0.001,0.5976,0.001,11.24,0.05,21.28,99.0,0.59935,0.00849,1.38864,0.70134,0.00768181,0.0434694,0.82104,0.8482187,0.6300592,0.9645706,0.9651172,0.8600347,0.85360014
1314317,DES15X3fmd      ,0,0.7866,0.001,0.7881,0.001,11.24,0.04,22.78,99.0,0.92057,0.02062,0.0218813,0.6772,-0.0818186,0.0379767,0.95279,0.7020107,0.976853,0.90899384,0.9455705,0.91907954,0.8905016
1314554,DES15S1isw      ,0,0.3516,0.001,0.3525,0.001,10.79,0.04,20.36,99.0,0.42082,0.0084,0.88449,0.52374,0.0233052,0.0378843,0.99987,0.9933523,0.95822215,0.99261534,0.99941945,0.99509156,0.98774016
1314574,DES15S1isx      ,0,0.61,0.001,0.6111,0.001,10.85,0.02,21.25,99.0,0.6051,0.00897,0.44174,0.6624,-0.0132474,0.0428295,0.99771,0.989238,0.99593097,0.9826048,0.99705124,0.98841304,0.9906476
1314581,DES15S1itb      ,0,0.5745,0.001,0.5756,0.001,9.7,0.03,23.48,99.0,0.55983,0.01245,-0.488573,0.56129,-0.0204799,0.0371748,0.3399,0.8628817,0.95839006,0.83251977,0.8422873,0.9834788,0.8959115
1314820,DES15X3isz      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.52,99.0,0.60093,0.00359,-0.601605,0.38998,0.10989,0.0309497,0.33759,0.99998975,0.99953175,0.9992873,0.99984145,0.99972993,0.99967605
1314847,DES15X3ita      ,0,0.5205,0.001,0.5217,0.001,11.16,0.04,21.39,99.0,0.63362,0.01038,-1.28906,0.37642,-0.16943,0.0274731,0.96427,0.99984586,0.99904674,0.99866664,0.99998057,0.950303,0.98956853
1314897,DES15X3itc      ,1,0.3366,0.001,0.3377,0.001,10.86,0.01,20.43,99.0,0.36384,0.00562,0.8265,0.25213,-0.0668275,0.022698,0.99931,0.9999999,0.9999672,0.9999994,0.9999987,0.9999994,0.99999297
1315570,DES15C3hca      ,0,0.6127,0.001,0.6133,0.001,10.77,0.02,22.33,99.0,0.61271,0.00654,0.5331,0.2008,-0.0737897,0.0173097,0.97378,0.99999976,0.9999988,0.99999976,0.99999857,0.9999858,0.99999654
1315615,DES15C3hcb      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,23.01,99.0,0.7756,0.03594,0.16794,0.82117,0.20774,0.0631569,0.68896,0.99199885,0.9919315,0.9956691,0.9910754,0.97614664,0.9893643
1316989,DES15X1ktk      ,0,0.5534,0.001,0.5547,0.001,11.25,0.01,21.82,99.0,0.57606,0.00823,1.72629,0.53103,-0.0173199,0.037047,0.89434,0.9999826,0.9997285,0.9999865,0.99973375,0.99997866,0.99988204
1317164,DES15X1ith      ,1,0.1546,0.001,0.1556,0.001,11.1,0.02,19.2,99.0,0.13804,0.00126,-2.00589,0.1458,0.27965,0.0132663,0.0202195,0.997703,0.99999154,0.0009543806,0.9998661,0.99428374,0.7985598
1317666,DES15X3kqv      ,1,0.1414,0.001,0.1423,0.001,9.97,0.01,20.05,99.0,0.1428,0.00268,-0.210091,0.0799082,0.14886,0.0172743,0.28825,1.0,0.9999994,0.99996734,0.99999964,0.9999999,0.9999932
1317783,DES15S1itz      ,0,0.3944,0.001,0.3953,0.001,8.98,0.02,22.87,99.0,0.34947,0.00558,0.69764,0.26027,0.0677636,0.0220126,0.99198,0.99999,0.9999857,0.9999664,0.9996867,0.9998703,0.99989986
1318051,DES15C3iuj      ,0,0.8748,0.001,0.8756,0.001,9.62,0.03,23.33,99.0,0.95502,0.00832,1.38438,0.52569,-0.0818223,0.031407,0.8931,0.99996424,0.9995808,0.999938,0.99982256,0.99926287,0.9997137
1318052,DES15C3kqb      ,0,0.4807,0.001,0.4813,0.001,8.68,0.03,24.03,99.0,0.49207,0.00318,0.7138,0.20332,0.13865,0.0162225,0.1796,0.999998,0.999987,0.9999509,0.8610261,0.99999714,0.9721918
1319066,DES15C2iuv      ,0,0.334,0.001,0.3345,0.001,8.84,0.03,23.1,99.0,0.32072,0.00559,0.13189,0.24809,0.16095,0.0233712,0.71549,1.0,1.0,1.0,0.9999999,1.0,1.0
1319366,DES15S2kqw      ,1,0.2348,0.001,0.2357,0.001,9.49,0.02,21.59,99.0,0.21396,0.00311,1.51757,0.14147,0.0601766,0.0164526,0.0640032,1.0,1.0,1.0,1.0,1.0,1.0
1319539,DES15S2ivm      ,0,0.3718,0.001,0.3728,0.001,10.48,0.03,21.02,99.0,0.45269,0.00641,1.59041,0.31709,-0.110862,0.0224469,0.61874,0.9998385,0.99983346,0.9999553,0.9999845,0.9999573,0.9999138
1323349,DES15X3ktp      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,21.33,99.0,0.56866,0.00991,-2.23379,0.45207,-0.128367,0.0329563,0.9999,0.9998455,0.9213922,0.9982426,0.9951805,0.9972606,0.9823843
1323600,DES15S2kvj      ,0,0.3704,0.001,0.3715,0.001,10.59,0.01,21.15,99.0,0.35867,0.00834,0.64441,0.3174,0.10187,0.0285313,0.86274,0.99999976,0.99999475,0.9999931,0.99999785,0.9999995,0.99999696
1324317,DES15X3kra      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,26.28,99.0,0.78106,0.00832,-0.314537,0.81285,0.13524,0.0519736,0.75865,0.9765173,0.9512012,0.991872,0.9921524,0.97282934,0.9769144
1328066,DES15E1kst      ,1,0.4469,0.001,0.448,0.001,9.95,0.04,22.49,99.0,0.44874,0.01008,0.64913,0.28615,-0.073089,0.0264616,0.50656,0.99999905,0.9999765,0.99997795,0.999982,0.9999962,0.99998635
1328089,DES15E1kvo      ,0,0.5686,0.001,0.5698,0.001,9.57,0.02,22.58,99.0,0.54579,0.00659,-0.894336,0.39611,-0.127947,0.0288117,0.83153,0.9999988,0.99999595,0.9999223,0.9999932,0.99999285,0.9999806
1328103,DES15E1krx      ,0,0.5747,0.001,0.5759,0.001,10.33,0.01,22.05,99.0,0.60382,0.01613,0.87911,0.48958,-0.00853564,0.04151,0.35756,0.99652344,0.99918693,0.99749905,0.9982021,0.99696904,0.9976761
1328105,DES15E1kvp      ,1,0.4416,0.001,0.4427,0.001,11.07,0.01,20.54,99.0,0.44626,0.00617,0.31467,0.29741,-0.0657462,0.0223803,0.91724,0.99999833,0.99999976,0.9999989,0.9999932,0.99999595,0.9999973
1329166,DES15C3kuw      ,1,0.7316,0.005,-9.998,-9.998,-999.0,-999.0,24.48,99.0,0.61287,0.04575,0.0623184,0.44428,0.0700652,0.0448872,0.57453,0.99980325,0.9796896,0.99930656,0.43720964,0.9974752,0.8826968
1329168,DES15C3kxr      ,0,0.6765,0.001,0.6772,0.001,10.86,0.04,22.89,99.0,0.49838,0.01159,-1.76776,0.31498,0.0467511,0.0307154,0.031348,0.9996828,0.9867864,0.9997255,0.9950133,0.99998784,0.9962392
1329196,DES15C3kue      ,1,0.7693,0.005,-9.998,-9.998,-999.0,-999.0,24.39,99.0,0.77233,0.00607,0.79345,0.30834,-0.0531341,0.0205462,0.6143,0.9999958,0.99997485,0.99998415,0.9999913,0.9999292,0.999975
1329415,DES15C3kyu      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,27.79,99.0,0.98959,0.00266,1.12964,0.31266,-0.143293,0.0183006,0.14961,0.051477738,0.10788962,0.99987006,0.99898285,0.98232645,0.62810934
1329622,DES15X2kur      ,0,0.4861,0.001,0.4873,0.001,9.78,0.04,22.45,99.0,0.46122,0.01108,0.54842,0.43086,0.0964829,0.0358279,0.63036,0.9999993,0.99999547,0.99999654,0.9997429,0.99998844,0.99994457
1329741,DES15C1kwh      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.17,99.0,0.54282,0.0109,-0.426168,0.33867,-0.128311,0.0280266,0.31749,0.99999976,0.99999034,0.999995,0.9999989,0.99999976,0.9999968
1329795,DES15S1kvx      ,0,0.5256,0.001,0.5267,0.001,10.75,0.07,21.98,99.0,0.5092,0.00578,0.79519,0.44644,0.00708294,0.0309774,0.98311,0.9998135,0.9996555,0.9996331,0.9999896,0.99950254,0.99971884
1330307,DES15C3kyd      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.51,99.0,0.51181,0.00445,0.24239,0.17672,0.0667518,0.0162314,0.0451983,0.9990835,0.8551373,0.9776273,0.9984591,0.9998939,0.96604025
1330350,DES15C3lby      ,0,0.763,0.001,0.7637,0.001,10.85,0.05,23.79,99.0,0.62618,0.02937,-0.78955,0.48465,0.16052,0.0551184,0.77831,0.99999857,0.9999956,0.9999888,0.99997246,0.999961,0.9999832
1330353,DES15C2lih      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,25.28,99.0,0.48447,0.00424,-0.836525,0.34347,-0.0208689,0.0232508,0.7047,0.99999464,0.99999917,0.9999945,0.99999607,0.9999993,0.9999968
1330369,DES15C3kzc      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.19,99.0,0.94681,0.01749,0.75733,0.38376,-0.0653035,0.0267821,0.35218,0.9793888,0.98175025,0.9995572,0.9688665,0.9989272,0.98569804
1330403,DES15C2liw      ,0,0.7765,0.001,0.7771,0.001,10.52,0.01,22.52,99.0,0.76192,0.00561,1.79626,0.78712,-0.0587324,0.0442677,0.79522,0.9975944,0.9970488,0.9966133,0.9954254,0.9966635,0.9966691
1330412,DES15C2lil      ,0,0.4833,0.001,0.4838,0.001,10.61,0.02,21.49,99.0,0.37635,0.00382,-0.527477,0.3533,0.19153,0.0245456,0.0600709,0.5459998,0.5107793,0.9358304,0.8809989,0.41326502,0.6573747
1330426,DES15C2kyh      ,1,0.2595,0.005,-9.99,-9999.0,-999.0,-999.0,25.38,99.0,0.26241,0.0026,1.18459,0.0982194,-0.0937018,0.0121355,0.94418,1.0,1.0,1.0,1.0,1.0,1.0
1330448,DES15C3kzo      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.3,99.0,0.89059,0.00972,0.71862,0.26093,0.0100052,0.00362652,0.0225079,0.18708616,0.0032964132,0.99720865,0.99283993,0.9881216,0.63371056
1330484,DES15C3kzd      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.54,99.0,1.08978,0.02174,-0.255092,0.38355,-0.122746,0.0245492,0.40781,0.64053893,0.24065988,0.9910171,0.06079477,0.9450083,0.57560384
1330530,DES15C1kzl      ,0,0.3363,0.001,0.3368,0.001,9.97,0.01,22.0,99.0,0.35281,0.00668,-0.411913,0.32233,0.0985074,0.0233341,0.93313,0.9999995,0.99999976,0.99999976,0.99999714,0.9999999,0.9999992
1330533,DES15C1kzg      ,0,0.3644,0.001,0.365,0.001,10.24,0.04,21.63,99.0,0.39261,0.00389,-1.21574,0.29582,-0.04791,0.0214796,0.9864,0.9999999,0.9999999,0.9999993,0.9999989,0.99999917,0.9999994
1330559,DES15C1kzt      ,0,0.6813,0.001,0.6819,0.001,10.68,0.08,23.32,99.0,0.63268,0.01285,-0.653566,0.53704,-0.0626434,0.0426583,0.55765,0.99951327,0.9998124,0.99986875,0.9989477,0.99912316,0.99945307
1330617,DES15X3leu      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.81,99.0,0.6232,0.0079,-2.34481,0.46837,0.11681,0.0355586,0.0531342,0.9192446,0.9916814,0.9745141,0.3947867,0.65131015,0.7863074
1330638,DES15X3lah      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.57,99.0,0.95765,0.01586,1.23514,0.73699,0.0511231,0.0479685,0.68492,0.99885106,0.99625385,0.9960373,0.9938443,0.9987357,0.99674445
1330642,DES15X3lab      ,1,0.6339,0.001,0.6352,0.001,9.3,0.06,24.02,99.0,0.57095,0.00762,0.82708,0.25035,-0.0474209,0.0206197,0.93883,0.9999999,0.9999994,0.9999999,0.99975353,1.0,0.9999505
1330686,DES15C1lcc      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,26.18,99.0,0.68222,0.00975,1.08107,0.53774,-0.073341,0.0323381,0.96865,0.9999901,0.99993086,0.9997167,0.9999449,0.9995289,0.99982226
1330817,DES15S2lav      ,0,0.2705,0.001,0.2714,0.001,10.59,0.12,20.44,99.0,0.29848,0.01378,-1.37388,0.22314,-0.0432738,0.0389505,0.68426,1.0,0.9999999,1.0,1.0,1.0,1.0
1330828,DES15S2laq      ,0,0.3671,0.001,0.3681,0.001,10.33,0.02,21.06,99.0,0.35263,0.00852,1.04624,0.33388,0.0114667,0.0261915,0.99697,0.99999917,0.99999166,0.99999845,0.9999975,0.99999976,0.9999973
1330892,DES15S2lal      ,0,0.342,0.001,0.343,0.001,10.16,0.01,19.12,99.0,0.3181,0.01092,-0.901227,0.53,0.085068,0.0412371,0.83292,0.9993586,0.9987857,0.99827826,0.9991716,0.99798644,0.99871606
1330903,DES15S2lam      ,1,0.5643,0.001,0.5654,0.001,10.32,0.04,22.66,99.0,0.44592,0.00379,0.0923082,0.51717,0.1495,0.0344011,0.36193,0.9988281,0.99725217,0.9527363,0.98944384,0.99955076,0.9875622
1330964,DES15C1lit      ,0,0.4509,0.001,0.4514,0.001,10.94,0.03,21.01,99.0,0.72828,0.00082,1.27557,0.54321,-0.184217,0.0307582,0.24022,0.9999894,0.99994326,0.9997582,0.9998171,0.99800354,0.9995023
1330995,DES15X2lck      ,0,0.7183,0.001,0.7196,0.001,10.31,0.05,23.89,99.0,0.91489,0.00761,2.36124,0.71817,-0.132961,0.0352989,0.79332,0.12666442,0.7350616,0.87438685,0.77322704,0.03058287,0.5079845
1331010,DES15X2lch      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.32,99.0,0.59285,0.01712,0.44512,0.51874,-0.0200606,0.0418479,0.84233,0.999998,0.99998057,0.9999856,0.99997056,0.99997616,0.9999822
1331096,DES15X2lcn      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.13,99.0,0.6677,0.00511,-1.87384,0.6031,-0.0973482,0.0382806,0.87316,0.94290936,0.5348981,0.9508275,0.8831207,0.86395895,0.83514297
1331123,DES15E1lew      ,1,0.2216,0.001,0.2225,0.001,11.09,0.05,19.38,99.0,0.21292,0.00387,-1.63126,0.14012,0.0938254,0.0196966,0.82944,1.0,0.9999999,1.0,1.0,1.0,1.0
1331130,DES15E1lex      ,0,0.3919,0.001,0.3929,0.001,10.38,0.03,21.59,99.0,0.57425,0.00928,0.81218,0.51213,-0.0468458,0.033467,0.99377,0.9999968,0.9999329,0.9999658,0.99995697,0.99999,0.9999685
1331430,DES15X1lfa      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,23.16,99.0,0.9562,0.01245,2.81564,0.64972,-0.136559,0.0326805,0.28139,0.9172505,0.18701415,0.19287819,0.80443305,0.78845245,0.5780057
1331438,DES15X3ldu      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.75,99.0,1.05928,0.00495,-0.559486,0.56064,-0.138269,0.0319244,0.8918,0.9670691,0.99856323,0.9809428,0.99247897,0.99633515,0.98707783
1331447,DES15X3lfk      ,0,0.8075,0.001,0.809,0.001,10.34,0.06,23.46,99.0,0.94641,0.0014,1.58572,0.7278,-0.0352813,0.0420363,0.89195,0.9998888,0.999972,0.99942756,0.9956475,0.9990946,0.9988061
1331513,DES15S2lea      ,0,0.4057,0.001,0.4067,0.001,9.81,0.03,22.03,99.0,0.38518,0.00662,-1.09587,0.39591,0.0984747,0.0293328,0.84168,0.99809974,0.999902,0.996376,0.9997327,0.9997203,0.9987661
1331521,DES15S2lec      ,0,0.5578,0.001,0.559,0.001,10.71,0.04,21.9,99.0,0.89423,0.00054,0.92525,0.70883,-0.165751,0.0367186,0.73756,0.9950747,0.9893519,0.998058,0.9912714,0.99058783,0.9928687
1331529,DES15S2lfe      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.26,99.0,0.56461,0.0226,-0.619068,0.49134,-0.0792092,0.0368884,0.81997,0.9889571,0.99845254,0.9869425,0.9928886,0.9981116,0.9930705
1331592,DES15S2lfi      ,0,0.7443,0.001,0.7456,0.001,9.69,0.04,23.72,99.0,0.68541,0.00097,1.88499,0.78329,0.0610035,0.0443847,0.98974,0.9185533,0.9663771,0.8048243,0.9742649,0.98181146,0.9291662
1331660,DES15C1lix      ,0,0.7208,0.001,0.7214,0.001,10.96,0.02,22.62,99.0,0.54342,0.00664,-0.531705,0.53315,0.0556091,0.0315551,0.24589,0.9999821,0.9999808,0.99995005,0.9999094,0.9997894,0.9999224
1331663,DES15C1lfg      ,0,0.7693,0.001,0.7699,0.001,10.17,0.04,22.96,99.0,0.72601,0.00827,-0.678238,0.51399,-0.154546,0.028845,0.96893,0.9995776,0.99973756,0.9922001,0.9996681,0.9999404,0.99822474
1331707,DES15E1lha      ,0,0.654,0.001,0.6552,0.001,10.48,0.03,22.64,99.0,0.53243,0.00751,-0.598775,0.41351,0.102,0.0298801,0.91469,0.512359,0.98516244,0.76603246,0.9396541,0.82228696,0.805099
1331719,DES15E2luz      ,0,0.5863,0.001,0.5874,0.001,10.52,0.02,21.92,99.0,0.91166,0.05,2.07224,0.79945,-0.162018,0.040392,0.19672,0.99960035,0.99760675,0.9993098,0.9991227,0.99926597,0.9989811
1331813,DES15E1lmr      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,21.58,99.0,0.62993,0.01112,1.77765,0.56141,-0.0281111,0.0381035,0.99243,0.99991083,0.999954,0.99920577,0.9997551,0.99988306,0.99974173
1331836,DES15X1lgc      ,0,0.3567,0.001,0.3578,0.001,10.66,0.01,22.11,99.0,0.32266,0.00558,0.98266,0.2174,0.0656216,0.0209696,0.99965,1.0,1.0,1.0,1.0,1.0,1.0
1331925,DES15X3lqr      ,0,0.615,0.001,0.6163,0.001,10.49,0.01,22.09,99.0,0.56276,0.01492,-0.124,0.70271,0.25981,0.0459089,0.72864,0.9999951,0.9999784,0.99998415,0.9996947,0.99999726,0.9999299
1331961,DES15X3lqt      ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.87346,0.03013,1.43668,0.42786,-0.10238,0.0260551,0.82281,0.9520059,0.98741156,0.7108304,0.054579467,0.99596465,0.7401584
1331964,DES15X3lqu      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.65,99.0,0.80851,0.01247,0.83344,0.47965,0.0175343,0.0342598,0.78446,0.9845495,0.9995346,0.99971205,0.9999163,0.9995554,0.99665356
