# Moller et al. 2024 
# SNe Ia selected with SuperNNova without host-galaxy redshifts 
# This is NOT the cosmology sample nor the SALT values used for cosmology In DES+2024 
# Contains HQ cuts using SNphoto z fit with SALT2 
# zHD, c, x1 are derived simultanoeusly  
# all_class0_s* probabilities for different models  
# ensemble=average_probability_set_0  
SNID,IAUC,SNTYPE,REDSHIFT_FINAL,REDSHIFT_FINAL_ERR,HOSTGAL_SPECZ,HOSTGAL_SPECZ_ERR,HOSTGAL_LOGMASS,HOSTGAL_LOGMASS_ERR,HOSTGAL_MAG_r,HOSTGAL_MAGERR_r,zHD,zHDERR,x1,x1ERR,c,cERR,FITPROB,all_class0_S_0,all_class0_S_55,all_class0_S_100,all_class0_S_1000,all_class0_S_30469,average_probability_set_0
1825024,DES17C3wn       ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.6,99.0,1.00333,0.00554,-0.43657,0.86683,0.0356333,0.0484516,0.79221,0.99136,0.9970963,0.9977094,0.9976052,0.9993625,0.9966267
1826039,DES17C3aag      ,0,0.8392,0.001,0.8399,0.001,10.02,0.02,23.15,99.0,0.61117,0.00819,-0.662689,0.49003,0.2473,0.0359087,0.49979,0.9896381,0.99869627,0.9983541,0.9998398,0.9971495,0.9967356
1833067,DES17E2ahq      ,0,0.5558,0.001,0.5569,0.001,9.54,0.02,22.61,99.0,0.5442,0.00474,0.74955,0.35859,-0.00408467,0.0240656,0.68651,0.9994698,0.9985324,0.99972993,0.9985018,0.99965143,0.9991771
1833071,DES17E2aho      ,0,0.7598,0.001,0.7611,0.001,9.11,0.05,23.95,99.0,0.61092,0.0064,0.83406,0.58196,0.15113,0.0368843,0.27332,0.88129884,0.94984907,0.8060409,0.93547666,0.9733652,0.9092062
1833165,DES17C3aai      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.74,99.0,0.82626,0.01189,0.76722,0.48954,0.10323,0.0337224,0.17848,0.99997425,0.99999917,0.9999963,0.9999982,0.99999,0.9999916
1833321,DES17C1aat      ,0,0.6248,0.001,0.6254,0.001,9.97,0.03,22.63,99.0,0.65959,0.02315,0.73514,0.62611,-0.013253,0.0490521,0.0226838,0.8959521,0.9701058,0.92218137,0.8803477,0.8806138,0.9098402
1833339,DES17C1ald      ,1,0.1305,0.001,0.1309,0.001,10.62,0.02,19.34,99.0,0.12654,0.0021,-0.981025,0.14158,0.0627547,0.0153408,0.8741,1.0,1.0,0.9999994,1.0,1.0,0.9999999
1833564,DES17C3acj      ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.65087,0.00403,1.58071,0.28553,0.051511,0.0222907,0.37725,0.05309,0.9992434,0.9973973,0.9321833,0.9947636,0.79533553
1833572,DES17X3adq      ,0,0.8912,0.001,0.8927,0.001,10.18,0.02,22.74,99.0,0.66807,0.00489,-1.64516,0.33729,0.080014,0.0119053,0.0650696,0.991076,0.1708756,0.49885967,0.8223209,0.8337785,0.6633822
1834104,DES17C1aau      ,0,0.2393,0.001,0.2397,0.001,10.34,0.01,20.54,99.0,0.24586,0.00197,-0.0841559,0.10247,-0.0990946,0.0110979,0.14513,1.0,1.0,1.0,1.0,1.0,1.0
1835074,DES17E2ahs      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,22.96,99.0,0.63008,0.00948,-0.592807,0.44671,-0.16555,0.0297081,0.42783,0.049118817,0.9512865,0.051322367,0.82732856,0.7836232,0.5325359
1835110,DES17C2acb      ,1,0.3455,0.001,0.346,0.001,8.57,0.04,23.44,99.0,0.389,0.00202,0.91722,0.15969,-0.179943,0.0130781,0.1908,1.0,1.0,1.0,1.0,1.0,1.0
1837112,DES17C1abb      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,22.49,99.0,0.88831,0.00512,2.87887,0.80848,-0.0607451,0.0447364,0.46451,0.9990509,0.9980996,0.99953544,0.9973416,0.9989002,0.9985855
1838105,DES17C1alf      ,0,0.5433,0.001,0.5439,0.001,9.83,0.01,22.02,99.0,0.51454,0.00536,-0.115895,0.3523,-0.0720483,0.02548,0.17659,0.99998295,0.9996538,0.9999553,0.9999447,0.99998295,0.999904
1839113,DES17X3ace      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,22.42,99.0,0.63108,0.00493,0.1571,0.19463,-0.260078,0.0151173,0.11548,0.9999999,0.9999993,0.9999993,0.9999931,0.99999976,0.9999983
1839117,DES17X3acq      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,22.63,99.0,0.49798,0.0053,-0.845906,0.2819,0.0585273,0.0216183,0.041479,0.999995,0.99861705,0.9994616,0.99706894,0.99862933,0.9987543
1840041,DES17X1alj      ,101,0.2389,0.001,0.2399,0.001,9.92,0.08,21.46,99.0,0.23875,0.00294,-0.691375,0.14082,0.0400001,0.00479212,0.60137,0.9999999,0.9999939,1.0,0.9999982,1.0,0.9999984
1840053,DES17X1alh      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,22.81,99.0,0.35498,0.00618,0.91231,0.30102,0.14475,0.022541,0.0643452,0.99993646,0.99999654,0.9999622,0.99999154,0.99995184,0.9999677
1842091,DES17X3adt      ,0,0.4175,0.001,0.4186,0.001,8.99,0.02,22.9,99.0,0.92283,0.01019,1.41306,0.84753,0.11652,0.0502148,0.0939881,0.99189746,0.9721175,0.9656227,0.9472494,0.9231546,0.9600083
1847028,DES17S2adv      ,0,0.5802,0.001,0.5814,0.001,10.54,0.08,21.97,99.0,0.58772,0.0081,2.43163,0.58724,0.0391621,0.0382915,0.9791,0.93272305,0.9999337,0.9962088,0.9994287,0.99247617,0.98415405
1847031,DES17S2adw      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.31,99.0,0.915,0.00745,2.76149,0.66449,-0.166257,0.0346599,0.11252,0.99995255,0.99983,0.9998275,0.9993575,0.99985933,0.9997654
1847039,DES17X2adz      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.31,99.0,0.65027,0.02548,-0.734127,0.88049,0.0605222,0.0581422,0.0760282,0.43813363,0.5532797,0.8186898,0.67370826,0.37413013,0.57158834
1847079,DES17S1all      ,0,0.3304,0.001,0.3313,0.001,9.4,0.03,22.23,99.0,0.37035,0.00372,0.96315,0.21156,-0.0261945,0.0180636,0.15835,0.99999964,0.9999989,0.99999964,0.9999994,1.0,0.9999995
1847100,DES17X2alq      ,1,0.3739,0.005,-9.99,-9999.0,-999.0,-999.0,24.7,99.0,0.4178,0.00488,0.62844,0.1793,-0.15205,0.01666,0.51344,0.99999976,0.9999999,0.9999995,0.99999976,1.0,0.9999998
1847148,DES17S2alm      ,0,0.5063,0.001,0.5074,0.001,10.75,0.02,21.33,99.0,0.69542,0.00831,1.11407,0.58146,-0.183752,0.0345079,0.84927,0.86656195,0.89306885,0.22235598,0.962748,0.9874858,0.7864441
1847165,DES17S2als      ,1,0.3875,0.001,0.3885,0.001,8.83,0.03,23.19,99.0,0.34295,0.00278,1.43543,0.19518,0.0056681,0.015692,0.3111,1.0,0.9999999,1.0,1.0,1.0,1.0
1847215,DES17X2apa      ,0,0.732,0.001,0.7334,0.001,9.84,0.02,22.59,99.0,0.61762,0.02623,0.0511401,0.69927,0.0910622,0.0536802,0.0729211,0.9847615,0.9918479,0.9930601,0.996944,0.9853591,0.9903945
1847303,DES17X3alt      ,0,0.4796,0.001,0.4808,0.001,8.86,0.03,23.67,99.0,0.47089,0.00802,0.25901,0.22321,-0.0117709,0.0228677,0.40259,0.9999999,0.99999976,0.99999976,0.9999999,1.0,0.9999999
1847325,DES17C3aep      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.17,99.0,0.92664,0.01087,-0.948777,0.85386,0.0899407,0.0501707,0.0542174,0.9892364,0.99004436,0.9948896,0.98664737,0.952589,0.9826813
1848033,DES17S1aes      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,23.43,99.0,0.89178,0.02207,2.08619,0.49923,-0.0399978,0.00434081,0.72384,0.9669795,0.96927917,0.9575197,0.9933727,0.9373948,0.9649092
1848092,DES17S1alv      ,0,0.5877,0.001,0.5888,0.001,10.38,0.01,21.95,99.0,0.66062,0.01974,0.00681078,0.60507,-0.112727,0.0431005,0.65822,0.8837888,0.9764864,0.96801007,0.98329157,0.7127972,0.9048748
1848256,DES17X2aqr      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.71,99.0,0.90884,0.00198,1.64038,0.23988,-0.179995,0.00244503,0.30937,0.98143595,0.9836415,0.9986614,0.99904436,0.9973362,0.99202394
1848367,DES17C3afu      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.24,99.0,0.87993,0.01426,-1.33094,0.82412,0.10867,0.0491751,0.79406,0.9477592,0.9922111,0.9906064,0.9991289,0.9737225,0.9806856
1849026,DES17S2agf      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,23.25,99.0,0.58674,0.00691,0.31061,0.54471,-0.0744731,0.037604,0.61991,0.99998546,0.99998593,0.99997485,0.99991727,0.99997854,0.99996835
1849051,DES17X2agh      ,101,0.3055,0.001,0.3065,0.001,10.19,0.01,21.17,99.0,0.29249,0.00304,1.59206,0.15567,-0.00510819,0.0153478,0.92492,1.0,1.0,1.0,1.0,1.0,1.0
1849109,DES17X2ape      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,23.05,99.0,0.63421,0.00095,0.60647,0.43191,-0.124526,0.0280958,0.42669,0.9981178,0.9972516,0.99756014,0.99985456,0.99950266,0.9984573
1849116,DES17S1amd      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,21.92,99.0,0.53393,0.02072,-0.253653,0.65791,0.0534471,0.0509625,0.71102,0.99786806,0.9990319,0.9987343,0.99789846,0.99783915,0.9982743
1849233,DES17X2amb      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.24,99.0,0.71701,0.0116,-1.28631,0.33454,-0.159954,0.0134225,0.45082,0.9870896,0.97932684,0.9986644,0.9927275,0.9986512,0.9912919
1849244,DES17X2arc      ,0,0.577,0.001,0.5783,0.001,10.38,0.01,21.99,99.0,0.44041,0.01017,1.65616,0.43651,0.23911,0.0349212,0.21952,0.9949856,0.43940124,0.9151195,0.9938207,0.9956031,0.86778605
1849276,DES17X3agq      ,0,0.6141,0.001,0.6154,0.001,9.72,0.01,22.73,99.0,0.67871,0.01745,0.53118,0.43093,-0.0548163,0.0316567,0.97797,0.9999782,0.99986327,0.99881554,0.994121,0.9988172,0.99831903
1849298,DES17C3ags      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,22.34,99.0,0.84287,0.01004,-0.56474,0.38601,-0.0800143,0.0272558,0.87925,0.9985623,0.99739325,0.99784815,0.99995756,0.99996233,0.99874467
1850153,DES17C3arf      ,0,0.0712,0.001,0.0716,0.001,10.69,0.1,17.89,99.0,0.1244,0.0027,-2.27909,0.14841,0.29553,0.0181295,0.0184335,0.96058565,0.3930803,0.9988839,0.4741824,0.4322876,0.651804
1850569,DES17X3ark      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.53,99.0,0.88784,0.00995,0.32577,0.69113,-0.00499671,0.0433502,0.4186,0.05615145,0.9040829,0.53176975,0.5056751,0.9569444,0.59092474
1851018,DES17E2ajt      ,1,0.6288,0.005,-9.99,-9999.0,-999.0,-999.0,24.97,99.0,0.45098,0.00416,-1.10178,0.44024,0.14296,0.0304008,0.82423,0.9724496,0.9056379,0.94896126,0.9992562,0.99737406,0.9647358
1851175,DES17C3arl      ,0,0.8718,0.001,0.8726,0.001,9.67,0.02,23.72,99.0,0.65177,0.01713,-2.38028,0.0801642,0.20802,0.0694808,0.55843,0.26387143,0.8685031,0.71670365,0.9916187,0.9814833,0.764436
1851177,DES17C3aro      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,22.74,99.0,0.88873,0.00989,0.26207,0.47248,-0.0834195,0.0286235,0.0104621,0.21232396,0.93200004,0.999443,0.19737093,0.8253038,0.6332884
1852058,DES17E2arn      ,1,0.379,0.005,-9.99,-9999.0,-999.0,-999.0,24.44,99.0,0.40742,0.00274,0.73787,0.18937,-0.09848,0.0173114,0.82168,0.9999999,0.9999999,1.0,0.99999976,0.9999988,0.99999964
1853130,DES17S1ano      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.16,99.0,0.57962,0.01045,0.86168,0.65335,0.17664,0.0451585,0.28055,0.70923316,0.9580012,0.9655736,0.8814773,0.9573044,0.8943179
1854103,DES17C2arq      ,0,0.4668,0.001,0.4673,0.001,10.82,0.01,21.24,99.0,0.64713,0.01025,-0.0647616,0.39399,-0.168555,0.0269104,0.38084,0.9999962,0.99999535,0.99999213,0.9999871,0.99999356,0.99999297
1854163,DES17S1aob      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,26.06,99.0,0.51858,0.01466,0.82112,0.44932,0.1075,0.0387712,0.65538,0.9999962,0.99999225,0.9999924,0.99998415,0.9999968,0.9999924
1855026,DES17S2aof      ,0,0.7356,0.001,0.7369,0.001,9.6,0.04,23.72,99.0,0.89661,0.01174,1.65348,0.8506,-0.100443,0.0453898,0.0530792,0.74236697,0.9624808,0.94750035,0.8995193,0.98425794,0.907225
1856056,DES17X3aot      ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.76783,0.04124,0.1083,0.37038,-0.0810897,0.0373504,0.35773,0.72850484,0.99193937,0.984121,0.9974337,0.9955212,0.939504
1856061,DES17X3aol      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.66,99.0,0.77574,0.00817,-0.78782,0.54563,-0.0242345,0.0363055,0.87562,0.9999734,0.9999294,0.9999604,0.9999473,0.9999621,0.9999545
1860145,DES17C1arv      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.77,99.0,0.55535,0.01464,-0.0723266,0.73933,0.29887,0.0472866,0.0744323,0.9679873,0.9727324,0.98252857,0.9678623,0.96146655,0.97051543
1861164,DES17C1ayc      ,1,0.4345,0.005,-9.99,-9999.0,-999.0,-999.0,23.26,99.0,0.37459,0.00464,0.50998,0.25499,0.0684211,0.0220923,0.60443,0.99999964,0.99999964,0.9999999,0.99999845,0.99999976,0.9999994
1861178,DES17X1ayb      ,1,0.2909,0.001,0.292,0.001,9.63,0.02,21.84,99.0,0.25001,0.00222,0.70089,0.13469,0.027122,0.0131648,0.20202,1.0,0.9999999,1.0,1.0,1.0,1.0
1861210,DES17C2bah      ,0,0.5423,0.001,0.5429,0.001,9.36,0.03,22.93,99.0,0.52692,0.00755,0.4287,0.37686,-0.00654053,0.0303231,0.0669712,0.999995,0.9999089,0.9999845,0.99998,0.99999535,0.9999727
1861308,DES17C3ats      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,25.07,99.0,0.6501,0.01576,-0.546925,0.30283,0.0550829,0.0311256,0.94927,0.99995685,0.99999857,0.9999969,0.99999857,0.99999297,0.99998873
1861321,DES17X2bdo      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.6,99.0,0.64617,0.01654,0.51798,0.75492,0.0861023,0.0524388,0.34455,0.9629803,0.93439907,0.96829355,0.98940104,0.95720124,0.9624551
1861451,DES17X3aty      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,23.32,99.0,0.81072,0.00671,0.57291,0.16258,-0.0799997,0.00182572,0.92856,0.9999397,0.9999585,0.99992454,0.99999046,0.9998227,0.99992716
1861474,DES17X3att      ,0,0.0442,0.001,0.0451,0.001,8.05,0.02,22.76,99.0,0.69213,0.01763,0.14216,0.30849,-0.0800062,0.00428315,0.73041,0.9999994,0.9999963,0.99999905,0.9999999,0.99999964,0.99999887
1862120,DES17S1bdp      ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.58442,0.00729,-0.333787,0.40072,-0.125109,0.0305625,0.26461,0.9996263,0.8576583,0.9997862,0.9995172,0.9999813,0.97131383
1862183,DES17C1ayj      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,21.61,99.0,0.44605,0.01032,-0.173552,0.3974,0.0713935,0.0347498,0.7493,0.91248125,0.98761916,0.9979722,0.9686553,0.98696566,0.97073877
1862307,DES17C3ave      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,22.51,99.0,0.98774,0.00689,-1.35784,0.51464,-0.15561,0.0289658,0.99002,0.989296,0.99991965,0.99958557,0.999974,0.9991084,0.9975767
1862334,DES17X2bej      ,0,0.5496,0.001,0.5509,0.001,10.62,0.05,22.19,99.0,0.45096,0.0169,-0.334553,0.5157,0.24382,0.044684,0.40509,0.85521466,0.088927135,0.9684862,0.5487284,0.47214907,0.5867011
1863041,DES17C1bao      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.66,99.0,0.85149,0.03873,0.24032,0.78282,-0.0733151,0.0519174,0.97258,0.99362975,0.9896017,0.99307513,0.9925362,0.9963503,0.99303854
1864046,DES17C3aym      ,0,0.7487,0.001,0.7494,0.001,9.48,0.02,23.29,99.0,0.80882,0.00657,0.58088,0.51804,0.0796768,0.0345558,0.9985,0.99761546,0.99997485,0.9998834,0.9999932,0.9921795,0.9979293
1864049,DES17X2awh      ,0,0.098,0.001,0.0989,0.001,8.66,0.01,22.05,99.0,0.97992,0.01266,1.22821,0.32681,-0.159997,0.00202791,0.28998,0.9631958,0.854342,0.9897711,0.8635904,0.96613663,0.92740715
1864084,DES17X3awj      ,0,0.6054,0.001,0.6066,0.001,9.61,0.02,23.42,99.0,0.59638,0.00939,0.58591,0.26568,-0.0362676,0.0237243,0.19563,0.9999999,1.0,0.9999999,0.9999999,1.0,0.9999999
1864095,DES17X3awn      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.39,99.0,0.90508,0.01149,0.78673,0.5835,-0.0800936,0.0393187,0.18809,0.9234484,0.7538773,0.7651054,0.9411194,0.5514258,0.7869953
1864116,DES17X3aws      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,22.87,99.0,0.66898,0.01538,-2.51775,0.37728,-0.0499654,0.0224752,0.85321,0.44350907,0.9990663,0.99606436,0.9906523,0.9589249,0.8776434
1867019,DES17E1beg      ,1,0.221,0.001,0.2219,0.001,10.18,0.01,20.52,99.0,0.24151,0.00143,0.38685,0.14686,0.12504,0.0126914,0.23656,1.0,0.9999999,1.0,1.0,1.0,1.0
1870087,DES17C3aze      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,27.12,99.0,0.89978,0.00891,2.07977,0.56025,0.12912,0.0356274,0.57904,0.8782958,0.99173355,9.8230834e-05,0.10281927,0.99487877,0.5935651
1871017,DES17C1azd      ,1,0.3372,0.005,-9.998,-9.998,-999.0,-999.0,20.33,99.0,0.31032,0.00546,0.0383909,0.14975,-0.100648,0.0172658,0.1197,1.0,0.9999999,1.0,1.0,1.0,1.0
1871084,DES17X3azq      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.83,99.0,0.52723,0.00301,-1.94502,0.20478,-0.0745736,0.0163959,0.52226,0.9999999,0.99999976,0.99999917,0.9999821,0.9999999,0.9999962
1872097,DES17C3bit      ,0,0.8413,0.001,0.8421,0.001,11.59,0.06,22.79,99.0,0.6191,0.02877,-2.54943,0.48755,0.24931,0.0514849,0.10669,0.9967475,0.98633134,0.925129,0.54711103,0.99721164,0.8905061
1876287,DES17E1bmf      ,1,0.5644,0.001,0.5656,0.001,10.5,0.02,22.53,99.0,0.57821,0.00409,-0.923506,0.3062,-0.0938441,0.0215458,0.71776,0.9999374,0.99998367,0.99998546,0.9999784,0.9999398,0.999965
1876301,DES17E1blu      ,0,0.6007,0.001,0.6019,0.001,10.2,0.04,21.8,99.0,0.69126,0.01282,1.18686,0.40746,-0.0400018,0.0140705,0.10126,0.9965534,0.99849236,0.98769987,0.994659,0.9984053,0.995162
1876308,DES17E2bmb      ,1,0.4212,0.001,0.4223,0.001,8.71,0.06,23.78,99.0,0.40081,0.00066,-0.485625,0.25198,0.0231905,0.0184682,0.49561,0.9999683,0.99596477,0.9998809,0.99997544,0.99995124,0.9991481
1876378,DES17X2bfi      ,1,0.3389,0.005,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.30694,0.00269,-0.0196402,0.18879,0.0160945,0.0150889,0.0776321,1.0,1.0,1.0,1.0,1.0,1.0
1876421,DES17X2blx      ,1,0.3431,0.001,0.3442,0.001,9.29,0.03,22.07,99.0,0.33563,0.00317,-0.804843,0.24701,0.0104293,0.0191907,0.89568,1.0,1.0,1.0,1.0,1.0,1.0
1876431,DES17X2bmp      ,101,0.4648,0.005,-9.99,-9999.0,-999.0,-999.0,22.35,99.0,0.38701,0.00436,-0.117958,0.24421,0.11,0.0125356,0.0360429,0.99999845,0.9999993,0.99999833,0.9999962,0.9999906,0.99999654
1876461,DES17X3bht      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,22.9,99.0,0.91629,0.00954,-0.504413,0.43432,-0.126226,0.0270068,0.41737,0.9928953,0.97877425,0.9998629,0.22602384,0.99716276,0.8389438
1876469,DES17C3biv      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,23.61,99.0,0.83019,0.00532,-2.50785,0.34524,-0.0821202,0.0223338,0.25697,0.99655837,0.99998975,0.9995322,0.931049,0.99918324,0.9852625
1876502,DES17S2bly      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,21.99,99.0,0.5311,0.00692,0.55478,0.52906,0.0335112,0.0335221,0.86428,0.944846,0.95444643,0.9555377,0.91170996,0.7453817,0.9023844
1876533,DES17X3bmx      ,0,0.4898,0.001,0.491,0.001,10.79,0.01,21.11,99.0,0.48889,0.00348,-1.37898,0.25237,0.0104997,0.0214384,0.68239,0.9999994,0.99999845,0.9999987,0.9999994,0.9999963,0.99999845
1876795,DES17C3bxw      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.53,99.0,0.60826,0.00647,-0.349247,0.35771,0.18793,0.0282279,0.54931,0.9322431,0.7808106,0.9761662,0.9886419,0.91845983,0.9192643
1878148,DES17S1bof      ,1,0.2245,0.001,0.2254,0.001,10.47,0.01,20.33,99.0,0.22229,0.00745,0.54182,0.11395,-0.00180827,0.0297925,0.7718,1.0,1.0,1.0,1.0,1.0,1.0
1878165,DES17S1bnv      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.33,99.0,0.55136,0.01068,-0.96957,0.59167,0.0401041,0.0377701,0.24421,0.9998392,0.9970515,0.96952593,0.9999777,0.9884702,0.9909729
1878252,DES17E1bon      ,0,0.6916,0.001,0.6928,0.001,9.1,0.14,24.02,99.0,0.71729,0.0125,2.05462,0.63719,-0.0196137,0.0411937,0.90847,0.9992969,0.99769586,0.9970797,0.9990903,0.9994349,0.99851954
1878288,DES17C2bfx      ,0,0.4845,0.001,0.485,0.001,10.34,0.02,21.94,99.0,0.91942,0.00893,1.88621,0.63784,-0.130771,0.0339418,0.76026,0.9825127,0.57549435,0.9459643,0.9357274,0.9800188,0.88394344
1878295,DES17C2bol      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,22.76,99.0,0.48851,0.00457,0.69103,0.37621,0.0406084,0.0267663,0.25422,0.99999154,0.99979633,0.5216674,0.99996436,0.9991049,0.9041049
1878320,DES17X1bgc      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,22.3,99.0,0.57666,0.01284,0.67325,0.8114,0.14664,0.0521558,0.69956,0.9880387,0.9959728,0.9968369,0.9994978,0.99498653,0.9950665
1878334,DES17S2bph      ,101,0.3604,0.001,0.3614,0.001,10.5,0.02,21.22,99.0,0.35995,0.00888,1.40784,0.36564,0.20769,0.027692,0.0431742,0.96481246,0.99914396,0.9166772,0.9762164,0.94032615,0.95943516
1878335,DES17X1boi      ,1,0.5637,0.005,-9.99,-9999.0,-999.0,-999.0,24.47,99.0,0.66459,0.00656,0.68374,0.33909,-0.179835,0.0227428,0.23147,0.99629575,0.9999697,0.999471,0.99983656,0.9999012,0.99909484
1878425,DES17X3bgo      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.95,99.0,0.74837,0.0079,-1.20892,0.58163,0.0415465,0.0369284,0.10055,0.98864883,0.9939241,0.9926542,0.015412296,0.9969002,0.79750794
1878438,DES17C3biy      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.4,99.0,0.89474,0.00782,0.66586,0.70103,0.0652823,0.0417368,0.83347,0.997877,0.99973327,0.9988116,0.9996902,0.9940019,0.99802274
1878522,DES17S2bop      ,1,0.384,0.005,-9.998,-9.998,-999.0,-999.0,23.13,99.0,0.39631,0.00314,1.03003,0.25665,0.00282234,0.0182916,0.0243201,0.99988973,0.9832919,0.99666107,0.9999684,0.99993074,0.99594843
1878719,DES17S1byp      ,0,0.4575,0.001,0.4585,0.001,10.53,0.03,22.0,99.0,0.55588,0.00478,-0.691738,0.37989,-0.112691,0.02511,0.0657104,0.9999597,0.999992,0.99997735,0.9999858,0.9999981,0.99998254
1878753,DES17C3bqd      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.55,99.0,0.73805,0.00796,0.4981,0.30799,-0.0457186,0.0222524,0.28247,0.99999857,0.9999994,0.99999917,0.99999654,0.99998426,0.9999956
1878756,DES17X3byr      ,0,0.5529,0.001,0.5542,0.001,10.6,0.02,22.46,99.0,0.72534,0.00925,0.7981,0.64682,0.0684543,0.0405495,0.96955,0.41701815,0.9681106,0.99303573,0.95316416,0.87186474,0.84063864
1879208,DES17C1bql      ,1,0.1949,0.001,0.1954,0.001,10.58,0.01,19.59,99.0,0.19111,0.00239,0.39596,0.0894887,0.00198303,0.0131618,0.99999,1.0,1.0,1.0,1.0,1.0,1.0
1879256,DES17E1bis      ,1,0.2494,0.001,0.2503,0.001,9.07,0.02,22.25,99.0,0.25226,0.00252,-0.560323,0.16165,0.0519871,0.0146274,0.13128,1.0,0.9999999,1.0,0.9999999,1.0,1.0
1879263,DES17E1bqq      ,1,0.4619,0.005,-9.99,-9999.0,-999.0,-999.0,22.4,99.0,0.48916,0.00562,0.61677,0.34598,-0.0307096,0.0238828,0.58359,0.9999999,0.999998,0.999998,0.9999993,0.99999964,0.9999989
1879313,DES17C2bqz      ,101,0.6097,0.001,0.6103,0.001,10.51,0.02,22.38,99.0,0.44968,0.03357,-1.0748,0.59352,0.24612,0.0752901,0.68855,0.9529035,0.017397717,0.24145134,0.9211218,0.89869887,0.6063146
1879394,DES17X2brl      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.08,99.0,0.6648,0.02892,0.53888,0.61264,-0.00988356,0.0444837,0.0448864,0.9990735,0.9991702,0.9979115,0.99512035,0.9952304,0.9973012
1879397,DES17X2brc      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.83,99.0,0.62837,0.02928,0.21293,0.62848,0.0793793,0.0547138,0.54353,0.9601436,0.9937425,0.9969104,0.98931783,0.9885703,0.98573697
1879412,DES17X3bhh      ,0,0.8195,0.001,0.821,0.001,10.99,0.01,23.62,99.0,0.75149,0.00239,-2.35998,0.34437,-0.0286303,0.0886556,0.94685,0.423359,0.9881827,0.9885925,0.18502937,0.9945299,0.7159387
1879414,DES17X3bhi      ,1,0.3783,0.001,0.3794,0.001,7.9,0.12,25.91,99.0,0.39561,0.0035,0.4076,0.11114,-0.0412349,0.0120711,0.0923091,0.9999999,0.9999999,0.9999999,0.99999976,1.0,0.9999998
